"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"5","BR","BRBA",15203934,0.1,0.1,0,0,10,0.1,0.1,0,0,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"6","BR","BRCE",8904459,0.06,0.06,0.04,0.04,50,0.06,0.06,0.04,0.04,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"7","BR","BRDF",2914830,0.05,0.05,0,0,20,0.05,0.05,0,0,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
"10","BR","BRGO",6610681,0.166666666666667,0.166666666666667,0,0,6,0.166666666666667,0.166666666666667,0,0,204453710,0.15,0.15,0,0,100,0.0459871493958257,0.0459871493958257,1461,0.0146298490234793,0.0146298490234793,1451,0.0526503685248568,0.0526503685248568,0.0136865963462724,0.0136865963462724
