"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"5","BR","BRBA",15203934,0,0,0,0,20,0,0,0,0,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"6","BR","BRCE",8904459,0.2,0.2,0,0,5,0.2,0.2,0,0,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"7","BR","BRDF",2914830,0,0,0,0,20,0,0,0,0,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"10","BR","BRGO",6610681,0.01,0.01,0,0,200,0.01,0.01,0,0,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"12","BR","BRMG",20869101,0.1,0.1,0,0,10,0.1,0.1,0,0,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"13","BR","BRMS",2651235,0.1,0.1,0,0,10,0.1,0.1,0,0,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"15","BR","BRPA",8175113,0.28,0.28,0,0,50,0.28,0.28,0,0,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
"16","BR","BRPB",3972202,0.0133333333333333,0.0133333333333333,0,0,150,0.0133333333333333,0.0133333333333333,0,0,204453710,0.005,0.005,0,0,200,0.124352630542512,0.124352630542512,812,0.0102704991879783,0.0102704991879783,792,0.100765154150711,0.100765154150711,0.00819983402911168,0.00819983402911168
