"","date","p_cases","p_cases_recent","p_m_country","recent_p_m_country"
"67","2020/05/25",2.06067483124837,0.0835417347805806,2.05300361739159,0.0835417347805806
"68","2020/05/26",2.41473665901387,0.0833473184592761,2.40688892633392,0.0833473184592761
"69","2020/05/27",2.41563691720921,0.0833967565467003,2.40783407146547,0.0833967565467003
"70","2020/05/28",2.22206549664382,0.0853909643177616,2.21443717867067,0.0853909643177616
"71","2020/05/29",2.2230178039413,0.071287827991231,2.21591877082319,0.071287827991231
"72","2020/05/30",2.24263358673744,0.0722246704971837,2.2365388844402,0.0722246704971837
"73","2020/05/31",2.5383753274955,0.0232839826315385,2.52774521686539,0.0232839826315385
"74","2020/06/01",2.43935349315415,0.112416287709615,2.42865390467678,0.112416287709615
"75","2020/06/02",2.75915144302213,0.170787945011983,2.75054451853718,0.170787945011983
"76","2020/06/03",2.52744819303555,0.172789013960444,2.51971902855473,0.172789013960444
"77","2020/06/04",2.6041327227076,0.180554341604667,2.59686991420255,0.180554341604667
"78","2020/06/05",2.98092514004292,0.180494321878379,2.98092514004292,0.180494321878379
"79","2020/06/06",1.80622988849112,0,1.80622988849112,0
"80","2020/06/07",1.9058684146206,0.0461593947843277,1.9058684146206,0.0461593947843277
"81","2020/06/08",1.99008083416322,0.324772213121689,1.99008083416322,0.324772213121689
"82","2020/06/09",1.98181027885522,0.0273804300131637,1.98181027885522,0.0273804300131637
"83","2020/06/10",1.8432532501569,0.0277382994364126,1.8432532501569,0.0277382994364126
"84","2020/06/11",1.43703668168779,0,1.43703668168779,0
"85","2020/06/12",1.49363598846901,0,1.49363598846901,0
"86","2020/06/13",1.45600061024568,0,1.45600061024568,0
"87","2020/06/14",1.20409688972404,0,1.20409688972404,0
"88","2020/06/15",0.938548129052432,0,0.938548129052432,0
"89","2020/06/16",0.78647348786891,0,0.78647348786891,0
"90","2020/06/17",0.737079016073652,0,0.737079016073652,0
"91","2020/06/18",1.01199764080651,0.120509948473033,1.01199764080651,0.120509948473033
"92","2020/06/19",0.943062674045332,0,0.943062674045332,0
"93","2020/06/20",0.931173779828229,0,0.931173779828229,0
"94","2020/06/21",0.932014115962682,0,0.932014115962682,0
"95","2020/06/22",0.92816580854713,0,0.92816580854713,0
"96","2020/06/23",0.932140832966918,0,0.932140832966918,0
"97","2020/06/24",0.937105420427918,0,0.937105420427918,0
"98","2020/06/25",0.937105420427918,0,0.937105420427918,0
"99","2020/06/26",0.932140832966918,0,0.932140832966918,0
"100","2020/06/27",1.01123142927895,0,1.01123142927895,0
"101","2020/06/28",0.949685380477803,0,0.949685380477803,0
"102","2020/06/29",2.19660172854747,0.17324144486692,2.19660172854747,0.17324144486692
"103","2020/06/30",2.14187943088316,0.17324144486692,2.14187943088316,0.17324144486692
"104","2020/07/01",1.88528189048879,0.172093262119967,1.88528189048879,0.172093262119967
"105","2020/07/02",2.75085853217853,0,2.75085853217853,0
"106","2020/07/03",2.74344528549822,0,2.74344528549822,0
"107","2020/07/04",2.80536879254419,0,2.80536879254419,0
"108","2020/07/05",2.95560171800329,0,2.95560171800329,0
"109","2020/07/06",3.25095487813745,0,3.29282701589892,0
"110","2020/07/07",3.191648904695,0,3.23352104245647,0
"111","2020/07/08",3.27678242456493,0,3.31968496693782,0
"112","2020/07/09",3.20996860726147,0.00508474576271186,3.25287114963435,0.00508474576271186
"113","2020/07/10",3.12884233986965,0.00500276395798784,3.17105316076518,0.00500276395798784
"114","2020/07/11",2.83841026707689,0,2.87863633090668,0
"115","2020/07/12",2.31467041237771,0,2.31467041237771,0
"116","2020/07/13",1.43601839475332,0,1.43601839475332,0
"117","2020/07/14",1.38680498302601,0,1.38680498302601,0
"118","2020/07/15",1.09228722105861,0,1.09228722105861,0
"119","2020/07/17",1.09228722105861,0,1.09228722105861,0
"120","2020/07/19",0.730514705882353,0,0.730514705882353,0
"121","2020/07/20",0.750226244343891,0,0.750226244343891,0
"122","2020/07/21",0.716764705882353,0,0.716764705882353,0
"123","2020/07/22",0.733639705882353,0.01875,0.733639705882353,0.01875
"124","2020/07/24",0.730514705882353,0,0.730514705882353,0
"125","2020/07/25",0.755514705882353,0,0.755514705882353,0
"126","2020/07/26",0.755514705882353,0,0.755514705882353,0
"127","2020/07/27",0.706501547987616,0,0.706501547987616,0
"128","2020/07/28",0.708639705882353,0,0.708639705882353,0
"129","2020/07/30",0.147887398344816,0,0.147887398344816,0
"130","2020/07/31",0.167367917825336,0,0.167367917825336,0
"131","2020/08/01",0.167367917825336,0,0.167367917825336,0
"132","2020/08/05",0.205030255487674,0,0.205030255487674,0
"133","2020/08/06",0.182519432976851,0,0.182519432976851,0
"134","2020/08/07",0.199186099643518,0,0.199186099643518,0
"135","2020/08/08",0.190095190552609,0,0.190095190552609,0
"136","2020/08/09",0.168017268474687,0,0.168017268474687,0
"137","2020/08/10",0.168017268474687,0,0.168017268474687,0
"138","2020/08/11",0.153731554188972,0,0.153731554188972,0
"139","2020/08/12",0.136848437305855,0,0.136848437305855,0
"140","2020/08/13",0.135549736007154,0,0.135549736007154,0
"141","2020/08/14",0.20841934664177,0.00606060606060606,0.20841934664177,0.00606060606060606
"142","2020/08/15",0.127163626740887,0.0112965623092815,0.127163626740887,0.0112965623092815
"143","2020/08/16",0.127163626740887,0.0112965623092815,0.127163626740887,0.0112965623092815
"144","2020/08/17",0.44832571291717,0.085502960341695,0.44832571291717,0.085502960341695
"145","2020/08/18",0.44832571291717,0.085502960341695,0.44832571291717,0.085502960341695
"146","2020/08/19",0.44832571291717,0.085502960341695,0.44832571291717,0.085502960341695
"147","2020/08/20",0.44832571291717,0.085502960341695,0.44832571291717,0.085502960341695
"148","2020/08/21",0.44832571291717,0.085502960341695,0.44832571291717,0.085502960341695
"149","2020/08/22",0.505547088426485,0.09500328926855,0.505547088426485,0.09500328926855
"150","2020/08/23",0.505547088426485,0.09500328926855,0.505547088426485,0.09500328926855
"151","2020/08/24",0.505547088426485,0.09500328926855,0.505547088426485,0.09500328926855
"152","2020/08/25",0.505547088426485,0.09500328926855,0.505547088426485,0.09500328926855
"153","2020/08/26",0.545990855500604,0.102603552410034,0.545990855500604,0.102603552410034
"154","2020/08/27",0.44832571291717,0.085502960341695,0.44832571291717,0.085502960341695
"155","2020/08/28",0.44832571291717,0.085502960341695,0.44832571291717,0.085502960341695
"156","2020/08/29",0.44832571291717,0.085502960341695,0.44832571291717,0.085502960341695
"157","2020/08/30",0.24658065794699,0.0528306579469898,0.24658065794699,0.0528306579469898
"158","2020/08/31",0.261168752643535,0.061975204256438,0.261168752643535,0.061975204256438
"159","2020/09/03",0.247251537750101,0.053970310359897,0.247251537750101,0.053970310359897
"160","2020/09/04",0.247251537750101,0.053970310359897,0.247251537750101,0.053970310359897
"161","2020/09/05",0.247251537750101,0.053970310359897,0.247251537750101,0.053970310359897
"162","2020/09/06",0.247251537750101,0.053970310359897,0.247251537750101,0.053970310359897
"163","2020/09/07",0.247251537750101,0.053970310359897,0.247251537750101,0.053970310359897
"164","2020/09/10",0.247251537750101,0.053970310359897,0.247251537750101,0.053970310359897
"165","2020/09/12",0.343002050333469,0.071960413813196,0.343002050333469,0.071960413813196
"166","2020/09/13",0.354080239987244,0.059304047093874,0.354080239987244,0.059304047093874
"167","2020/09/14",0.443011518650584,0.0649138893865377,0.443011518650584,0.0649138893865377
"168","2020/09/15",0.515244400619775,0.06994650821226,0.515244400619775,0.06994650821226
"169","2020/09/16",0.497823796992274,0.0649138893865377,0.497823796992274,0.0649138893865377
"170","2020/09/17",0.152036199095023,0,0.152036199095023,0
"171","2020/09/18",0.152036199095023,0,0.152036199095023,0
"172","2020/09/19",0.161866125760649,0.00283975659229209,0.161866125760649,0.00283975659229209
"173","2020/09/20",0.273270956814451,0.121724434549182,0.273270956814451,0.121724434549182
"174","2020/09/21",0.75573594107741,0.0832187898679548,0.75573594107741,0.0832187898679548
"175","2020/09/22",1.73135549032771,0.154302369721735,1.73135549032771,0.154302369721735
"176","2020/09/23",1.67340094487317,0.120536135955502,1.67340094487317,0.120536135955502
"177","2020/09/24",1.54066259095373,0.128311255572727,1.54066259095373,0.128311255572727
"178","2020/09/26",1.49280542146127,0.128311255572727,1.49280542146127,0.128311255572727
"179","2020/09/27",1.10262741511296,0.133959152238001,1.10262741511296,0.133959152238001
"180","2020/09/28",1.13415283884177,0.0983659318990182,1.13415283884177,0.0983659318990182
"181","2020/09/29",1.09601724562143,0.133959152238001,1.09601724562143,0.133959152238001
"182","2020/09/30",1.07240949743741,0.105629854417178,1.07240949743741,0.105629854417178
"183","2020/10/01",1.17313588968923,0.106416779356645,1.17313588968923,0.106416779356645
"184","2020/10/02",1.09512397947393,0.103588103222884,1.07457885808135,0.103588103222884
"185","2020/10/03",1.09760332526991,0.0953998302041029,1.09760332526991,0.0953998302041029
"186","2020/10/04",0.952180559539769,0.111464320204818,0.952180559539769,0.111464320204818
"187","2020/10/05",0.856137394072143,0.129758256484365,0.856137394072143,0.129758256484365
"188","2020/10/07",0.881631560536035,0.069326233455274,0.881631560536035,0.069326233455274
"189","2020/10/08",0.983330461643459,0.0836169293828109,0.983330461643459,0.0836169293828109
"190","2020/10/09",0.971080756107534,0.0836169293828109,0.971080756107534,0.0836169293828109
"191","2020/10/12",0.947717226756022,0.0754504590255279,0.947717226756022,0.0754504590255279
"192","2020/10/13",0.966966764026761,0.0754504590255279,0.966966764026761,0.0754504590255279
"193","2020/10/14",0.923315211513802,0.0216880032439321,0.923315211513802,0.0216880032439321
"194","2020/10/15",1.08269306558542,0.0226143421795596,1.08269306558542,0.0226143421795596
"195","2020/10/16",1.09525658901851,0.103020892151327,1.09525658901851,0.103020892151327
"196","2020/10/17",1.39758417248531,0.0275068681318681,1.39758417248531,0.0275068681318681
"197","2020/10/18",1.28555620045734,0.0391764485514485,1.28555620045734,0.0391764485514485
"198","2020/10/19",1.52163296845801,0.0275068681318681,1.52163296845801,0.0275068681318681
"199","2020/10/20",1.47884450691954,0.0275068681318681,1.47884450691954,0.0275068681318681
"200","2020/10/21",1.53003182944713,0.0427884615384615,1.53003182944713,0.0427884615384615
"201","2020/10/22",0.53875959292626,0.0996621621621622,0.53875959292626,0.0996621621621622
"202","2020/10/23",0.253240740740741,0.0330882352941176,0.253240740740741,0.0330882352941176
"203","2020/10/24",0.253240740740741,0,0.253240740740741,0
"204","2020/10/25",0.237486248624863,0,0.239466446644664,0
"205","2020/10/26",0.137532060416073,0,0.139184952978056,0
"206","2020/10/27",0.104474209176404,0,0.106127101738387,0
"207","2020/10/28",0.134226275292106,0,0.135879167854089,0
"208","2020/10/29",0.116595421297616,0,0.118248313859599,0
"209","2020/10/30",0.116595421297616,0,0.118248313859599,0
"210","2020/10/31",0.214652716376854,0.00398860398860399,0.214652716376854,0.00398860398860399
"211","2020/11/01",0.192110255551836,0,0.192110255551836,0
"212","2020/11/02",0.170966781981178,0,0.170966781981178,0
"213","2020/11/03",0.173987278205557,0,0.173987278205557,0
"214","2020/11/04",0.136363636363636,0,0.136363636363636,0
"215","2020/11/05",0.125730994152047,0,0.125730994152047,0
"216","2020/11/06",0.13859649122807,0.00087719298245614,0.13859649122807,0.00087719298245614
"217","2020/11/07",0.13609022556391,0,0.13609022556391,0
"218","2020/11/08",0.119367588932806,0,0.100635704874835,0
"219","2020/11/09",0.106060606060606,0.0181818181818182,0.115757575757576,0.0181818181818182
"220","2020/11/10",0.1,0.00363636363636364,0.10969696969697,0.00363636363636364
"221","2020/11/11",0.0966386554621849,0,0.102913165266106,0
"222","2020/11/12",0.127450980392157,0,0.133725490196078,0
