"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"128",2020-08-12,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"129",2020-08-13,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"130",2020-08-14,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"131",2020-08-15,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"132",2020-08-16,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"133",2020-08-17,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"134",2020-08-18,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"135",2020-08-19,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"136",2020-08-20,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"137",2020-08-21,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"138",2020-08-22,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"139",2020-08-23,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"140",2020-08-24,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"141",2020-08-25,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"142",2020-08-26,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"143",2020-08-27,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"144",2020-08-28,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"145",2020-08-29,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"146",2020-08-30,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"147",2020-08-31,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"148",2020-09-01,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"149",2020-09-02,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"150",2020-09-03,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"151",2020-09-04,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"152",2020-09-05,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"153",2020-09-06,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"154",2020-09-07,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"155",2020-09-08,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"156",2020-09-09,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"157",2020-09-10,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"158",2020-09-11,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"159",2020-09-12,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"160",2020-09-13,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"161",2020-09-14,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"162",2020-09-15,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"163",2020-09-16,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"164",2020-09-17,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"165",2020-09-18,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"166",2020-09-19,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"167",2020-09-20,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"168",2020-09-21,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"169",2020-09-22,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"170",2020-09-23,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"171",2020-09-24,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"172",2020-09-25,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"173",2020-09-26,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"174",2020-09-27,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"175",2020-09-28,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"176",2020-09-29,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"177",2020-09-30,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"178",2020-10-01,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"179",2020-10-02,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"180",2020-10-03,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"181",2020-10-04,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"182",2020-10-05,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"183",2020-10-06,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"184",2020-10-07,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"185",2020-10-08,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"186",2020-10-09,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"187",2020-10-10,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"188",2020-10-11,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"189",2020-10-12,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"190",2020-10-13,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"191",2020-10-14,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"192",2020-10-15,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"193",2020-10-16,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"194",2020-10-17,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"195",2020-10-18,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"196",2020-10-19,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"197",2020-10-20,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"198",2020-10-21,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"199",2020-10-22,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"200",2020-10-23,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"201",2020-10-24,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"202",2020-10-25,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"203",2020-10-26,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"204",2020-10-27,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"205",2020-10-28,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"206",2020-10-29,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"207",2020-10-30,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"208",2020-10-31,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"209",2020-11-01,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"210",2020-11-02,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"211",2020-11-03,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"212",2020-11-04,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"213",2020-11-05,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"214",2020-11-06,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"215",2020-11-07,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"216",2020-11-08,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"217",2020-11-09,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"218",2020-11-10,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"219",2020-11-11,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"220",2020-11-12,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"221",2020-11-13,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"222",2020-11-14,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"223",2020-11-15,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"224",2020-11-16,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"225",2020-11-17,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"226",2020-11-18,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"227",2020-11-19,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"228",2020-11-20,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"229",2020-11-21,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"230",2020-11-22,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"231",2020-11-23,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"232",2020-11-24,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"233",2020-11-25,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"234",2020-11-26,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"235",2020-11-27,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"236",2020-11-28,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"237",2020-11-29,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"238",2020-11-30,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"239",2020-12-01,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"240",2020-12-02,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"241",2020-12-03,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"242",2020-12-04,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"243",2020-12-05,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"244",2020-12-06,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"245",2020-12-07,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"246",2020-12-08,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"247",2020-12-09,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"248",2020-12-10,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"249",2020-12-11,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"250",2020-12-12,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"251",2020-12-13,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"252",2020-12-14,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"253",2020-12-15,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"254",2020-12-16,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"255",2020-12-17,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"256",2020-12-18,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"257",2020-12-19,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"258",2020-12-20,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"259",2020-12-21,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"260",2020-12-22,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"261",2020-12-23,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"262",2020-12-24,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
"263",2020-12-25,0,0,0,0,0.00562870940518463,0.00475640407195128,0.00650101473841798
