"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_active_smooth","p_cases_active_smooth_low","p_cases_active_smooth_high"
"1",2020-03-22,0,0,0,0,0.0038133468129053,-0.00433336839113359,0.0119600620169442,2.17221005011986e+27,-1.99364210291993e+28,2.4280841129439e+28,0.209565760060945,-0.036653472028074,0.455784992149964
"2",2020-03-23,0,0,0,0,0.00383652029276108,-0.00422057369012481,0.011893614275647,1.03867970194533e+27,-9.41863018416282e+27,1.14959895880535e+28,0.20318560118156,-0.0328641372627583,0.439235339625879
"3",2020-03-24,0,0,0,0,0.00385983459646399,-0.00410729479160727,0.0118269639845352,4.96662614729033e+26,-4.44901962115486e+27,5.44234485061293e+27,0.196999684087263,-0.0292715691996731,0.4232709373742
"4",2020-03-25,0,0,0,0,0.0038832905797921,-0.00399359239655741,0.0117601735561416,2.37487795715556e+26,-2.10123847167863e+27,2.57621406310975e+27,0.19100209515241,-0.0258672991283717,0.407871489433191
"5",2020-03-26,0,0,0,0,0.00390688910372399,-0.00387953225954315,0.0116933104669911,1.13558885732929e+26,-9.92245577961073e+26,1.21936334942693e+27,0.185187100789723,-0.0226431916183051,0.393017393197751
"6",2020-03-27,0,0,0,0,0.00393063103447037,-0.00376518555729144,0.0116264476262322,5.43001398873988e+25,-4.68483287991733e+26,5.77083567766531e+26,0.179549141969033,-0.0195914320742789,0.378689716012344
"7",2020-03-28,0,0,0,0,0.00395451724350584,-0.00365062928044939,0.0115596637674611,2.59645484610117e+25,-2.21155817495854e+26,2.73084914417877e+26,0.174082828902973,-0.0167045147428904,0.364870172548837
"8",2020-03-29,0,0,0,0,0.00397854860760091,-0.00353594664880901,0.0114930438640108,1.24153966855738e+25,-1.04383085208673e+26,1.29213878579821e+26,0.168782935894451,-0.0139752311494626,0.351541102938364
"9",2020-03-30,0,0,0,0,0.00400272600885418,-0.00342122754991559,0.011426679567624,5.93663606712115e+24,-4.9259213776396e+25,6.11324859106384e+25,0.163644396340937,-0.0113966589549962,0.338685451636871
"10",2020-03-31,0,0,0,0,0.00402705033472469,-0.00330656900052676,0.0113606696699762,2.8387049311438e+24,-2.32417283913562e+25,2.89191382536438e+25,0.158662297890921,-0.00896215121434202,0.326286746996183
"11",2020-04-01,0,0,0,0,0.00405152247806454,-0.00319207562981303,0.0112951205859421,1.35737572507246e+24,-1.09640472600551e+25,1.36787987102001e+25,0.153831877747777,-0.00666532602477629,0.31432908152033
"12",2020-04-02,0,0,0,0,0.00407614333715161,-0.00307786018247001,0.0112301468567732,6.49052615085847e+23,-5.17121691183388e+24,6.46932214200557e+24,0.149148518116609,-0.00450005654826907,0.302797092781486
"13",2020-04-03,0,0,0,0,0.00410091381572259,-0.002964044039022,0.0111658716704672,3.10355702823039e+23,-2.43855046619167e+24,3.05926187183774e+24,0.144607741789735,-0.00246046139635822,0.291675944975829
"14",2020-04-04,0,0,0,0,0.00412583482300609,-0.00285075774951199,0.0111024273955242,1.48401932348796e+23,-1.14970266988067e+24,1.44650653457826e+24,0.140205207866546,-0.000540895364018051,0.28095131109711
"15",2020-04-05,0,0,0,0,0.00415090727375608,-0.00273814157546781,0.01103995612298,7.09609436028777e+22,-5.41940607463482e+23,6.83862494669237e+23,0.135936707603691,0.00126405949957362,0.270609355707808
"16",2020-04-06,0,0,0,0,0.00417613208828543,-0.00262634603348434,0.0109786102100552,3.39311991246555e+22,-2.55403983082016e+23,3.23266381331327e+23,0.131798160391592,0.00295960249622693,0.260636718286957
"17",2020-04-07,0,0,0,0,0.00420151019249967,-0.00251553243194622,0.0109185528169456,1.62247881099251e+22,-1.20340219749119e+23,1.52789795968969e+23,0.127785609853449,0.00455072256945256,0.251020497137446
"18",2020-04-08,0.00545454545454545,0,0,0,0.00422704251793103,-0.00240587339032096,0.010859958426183,7.75816228141161e+21,-5.6688938075646e+22,7.22052626384692e+22,0.123895220063026,0.00604220629420255,0.241748233831848
"19",2020-04-09,0.00545454545454545,0,0,0,0.00425274487233394,-0.00229772582317959,0.0108032155678475,3.70969910835989e+21,-2.66985286943968e+22,3.41179269111166e+22,0.120123271877557,0.00743864557384191,0.232807898181272
"20",2020-04-10,0.00545454545454545,0,0,0,0.00427864196213742,-0.00219133447625052,0.0107486184005254,1.7738566138968e+21,-1.25711435724225e+22,1.61188568002161e+22,0.116466159382334,0.00874444505724976,0.224187873707419
"21",2020-04-11,0.00545454545454545,0,0,0,0.00430474831495951,-0.00208671725624135,0.0106962138861604,8.4820013557821e+20,-5.91776229369817e+21,7.61416256485459e+21,0.112920386443499,0.00996382928359189,0.215876943603406
"22",2020-04-12,0.00545454545454545,0,0,0,0.00433107878857112,-0.00198389706793794,0.0106460546450802,4.05581524661367e+20,-2.78504482270297e+21,3.59620787202571e+21,0.109482563365808,0.0111008495662913,0.207864277165325
"23",2020-04-13,0.00545454545454545,0,0,0,0.00435764857761571,-0.00188290007552569,0.0105981972307571,1.93935801524605e+20,-1.31037414084968e+21,1.69824574389889e+21,0.10614940365216,0.0121593906246148,0.200139416679705
"24",2020-04-14,0.00545454545454545,0,0,0,0.00438447322084624,-0.00178375391786407,0.0105527003595566,92733748521690464256,-6.16372463571914e+20,8.01839960615294e+20,0.102917720861727,0.0131431769715539,0.1926922647519
"25",2020-04-15,0.00545454545454545,0,0,0,0.00441156860889845,-0.00168648590172522,0.0105096231195221,44342241335945535488,-2.89849186626943e+20,3.78533669298834e+20,0.0997844255638188,0.0140557790678586,0.185513072059779
"26",2020-04-16,0.00545454545454545,0,0,0,0.00443895099262035,-0.00159112120072682,0.0104690231859675,21203007513876328448,-1.36262968215314e+20,1.78668983243067e+20,0.0967465223844082,0.0149006192491761,0.17859242551964
"27",2020-04-17,0.00545454545454545,0,0,0,0.00446663699197863,-0.00149768109164766,0.0104309550756049,10138583754200842240,-6.4040727065601e+19,84317894574002700288,0.0938011071426192,0.0156809774353129,0.171921236849926
"28",2020-04-18,0.00545454545454545,0,0,0,0.00449464360556319,-0.00140618126389906,0.0103954684750254,4847938693304481792,-30088659349528199168,39784536736137158656,0.0909453640743912,0.0163999966288944,0.165490731519888
"29",2020-04-19,0.00545454545454545,0,0,0,0.00452298822071207,-0.00131663024200941,0.0103626066834335,2318125503900008448,-14132301042786177024,18768552050586193920,0.0881765631406467,0.0170606882117162,0.159292438069577
"30",2020-04-20,0.00545454545454545,0,0,0,0.00455168862427969,-0.00122902796492839,0.0103324052134878,1108451692933602048,-6635618491012556800,8852521876879761408,0.0854920574174248,0.017665937044399,0.153318177790451
"31",2020-04-21,0.00545454545454545,0,0,0,0.00458076301407264,-0.00114336456964194,0.0103048905977872,530025295653850688,-3114606412589877248,4174657003897578496,0.0828892805654712,0.0182185063786362,0.147560054752306
