"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_active_smooth","p_cases_active_smooth_low","p_cases_active_smooth_high"
"171",2020-09-05,0.0433620507810245,0.00228159038780481,0.00224994780105799,0.000325941483972116,0.0548149980325019,0.0533650104940188,0.0562649855709851,0.002615266440889,0.00116717190666017,0.00406336097511783,0.00244585613310286,0.00175442017655511,0.00313729208965062
"172",2020-09-06,0.0432545428116396,0.0022803504426213,0.00225599335404144,0.0003257643489459,0.0548155013232125,0.0533655373711655,0.0562654652752595,0.00269896861248646,0.00119230986933706,0.00420562735563585,0.00224301774629424,0.00157984639132622,0.00290618910126226
"173",2020-09-07,0.0440808352350329,0.00231695801261213,0.00214693475938768,0.000330994001801733,0.0548160290482229,0.0533660863972595,0.0562659716991864,0.00278359220328501,0.0012160456280943,0.00435113877847572,0.00207122485065463,0.00143592974685779,0.00270651995445147
"174",2020-09-08,0.0442175846569788,0.00229541914049407,0.00214911023067236,0.000327917020070581,0.0548165820832886,0.0533666575801848,0.0562665065863923,0.00286807582982642,0.00124192466794668,0.00449422699170616,0.00192828764694927,0.00131979105702934,0.0025367842368692
"175",2020-09-09,0.0437392363956084,0.00230774400489036,0.00216435839899823,0.000329677714984338,0.054817161304234,0.0533672507846051,0.0562670718238628,0.00295123807293577,0.00127379332967105,0.00462868281620049,0.00181227340830185,0.00122894896383368,0.00239559785277001
"176",2020-09-10,0.0461862239963093,0.00209025747033803,0.00189042963405891,0.00029860821004829,0.0548177675869576,0.0533678657184676,0.0562676694554476,0.00303180690579241,0.00131549149965127,0.00474812231193355,0.00172156750305924,0.00116137934939404,0.00228175565672445
"177",2020-09-11,0.0463986424313253,0.00212574556019452,0.0019208072239329,0.000303677937170646,0.0548184033458685,0.0533685040398984,0.0562683026518386,0.00310901802582778,0.00136924879281278,0.00484878725884279,0.00165364278661998,0.00111432459508818,0.00219296097815178
"178",2020-09-12,0.0454669346453507,0.00226695582411903,0.00211859220367244,0.000323850832017004,0.0548190771493384,0.0533691757210879,0.056268978577589,0.00318270022399725,0.00143516748733249,0.00493023296066202,0.00160536309685214,0.00108458071830614,0.00212614547539814
"179",2020-09-13,0.0521265137292854,0.00222784348220874,0.00203913298488376,0.000318263354601249,0.0548197991047009,0.0533698926917164,0.0562697055176854,0.00325273834114675,0.00151238615738841,0.00499309052490509,0.00157434249892607,0.0010697627615779,0.00207892223627424
"180",2020-09-14,0.0512203996100684,0.00222114883576423,0.00196276710239165,0.000317306976537747,0.0548205793199328,0.0533706666805369,0.0562704919593286,0.00331904797365168,0.0015992265049711,0.00503886944233227,0.00155883436463727,0.0010681500972159,0.00204951863205863
"181",2020-09-15,0.0524419328925032,0.00258568090390448,0.00226499409635649,0.000369382986272068,0.0548214279037523,0.0533715091475613,0.0562713466599433,0.00338157515831876,0.00169326333425758,0.00506988698237994,0.00155760011501687,0.00107852441897377,0.00203667581105997
"182",2020-09-16,0.0538576478259581,0.00248105318174084,0.00243944843557493,0.00035443616882012,0.054822354965736,0.0533724311894232,0.0562722787420488,0.00344029575841972,0.00179139103596201,0.00508920048087743,0.00156981204198109,0.00110004911159466,0.00203957497236752
"183",2020-09-17,0.0542560839193208,0.00223172063454374,0.002421404297079,0.000318817233506248,0.0548233706164539,0.0533734434178961,0.0562732978150118,0.00349521458206073,0.00188991305890154,0.00510051610521992,0.00159498082856846,0.00113217838777009,0.00205778326936683
"184",2020-09-18,0.0552102840768113,0.00308459256772857,0.00269250412135946,0.000440656081104082,0.0548244849676238,0.0533745558115367,0.0562744141237108,0.00354636426648225,0.00198468980282484,0.00510803873013966,0.00163290095411783,0.00117458853404003,0.00209121337419564
"185",2020-09-19,0.0572984504311271,0.00267223144218081,0.00231395573421824,0.000381747348882973,0.0548257081322834,0.0533757775404253,0.0562756387241415,0.00359380396342866,0.00207138692842463,0.00511622099843269,0.00168360893488367,0.00122712674715095,0.00214009112261638
"186",2020-09-20,0.058186819536297,0.0048714825722522,0.00246336812606684,0.000695926081750315,0.0548270502249824,0.0533771167639735,0.0562769836859913,0.00363761786147647,0.00214585752215136,0.00512937820080157,0.00174735056024851,0.0012897755761517,0.00220492554434533
"187",2020-09-21,0.0566576513398651,0.00508180178665174,0.00235633011106783,0.000725971683807392,0.0548285213619919,0.0533785804017863,0.0562784623221975,0.00367791358122936,0.00220465091162323,0.00515117625083549,0.00182455410736481,0.00136263288126351,0.00228647533346611
"188",2020-09-22,0.0568747831509706,0.00605324217497018,0.00314000563689336,0.000864748882138598,0.0548301316615333,0.0533801738775966,0.05628008944547,0.00371482047865632,0.00224556455205576,0.00518407640525687,0.00191580706757284,0.00144590819966036,0.00238570593548532
"189",2020-09-23,0.057113616185376,0.00583894005830355,0.00294428213114742,0.000834134294043364,0.0548318912440256,0.053381900836344,0.0562818816517072,0.0037484878906535,0.0022680794145615,0.00522889636674551,0.00202183427690286,0.00153993607538385,0.00250373247842186
"190",2020-09-24,0.0567525687662766,0.00584543727267618,0.00309697520887558,0.000835062467525169,0.0548338102323516,0.0533837628345651,0.0562838576301381,0.00377908335524186,0.00227351459958425,0.00528465211089948,0.00214347556905518,0.00164520508863905,0.00264174604947131
"191",2020-09-25,0.0567623302425599,0.00584501377616435,0.00309863786003786,0.000835001968023479,0.0548358987521423,0.0533857590043972,0.0562860384998874,0.00380679083676628,0.00226483988940339,0.00534874178412918,0.00228166120758637,0.00176239847161988,0.00280092394355286
"192",2020-09-26,0.0567737164435983,0.00584453345106575,0.00310062391658385,0.000834933350152251,0.0548381669320808,0.0533878856917018,0.0562884481724597,0.00383180898413142,0.00224623288812958,0.00541738508013326,0.00243738344197413,0.00189243954242765,0.00298232734152061
"193",2020-09-27,0.0509677292896107,0.00478790185556744,0.00283220956268397,0.000683985979366776,0.054840624904224,0.05339013606909,0.056291113739358,0.00385434944758417,0.00222254977203688,0.00548614912313146,0.00261166260340594,0.00203653412436545,0.00318679108244643
"194",2020-09-28,0.0513563352434377,0.00478716895608817,0.00299368490924542,0.000683881279441168,0.054843282804344,0.0533924997250112,0.0562940658836768,0.00387463527692012,0.002198853852442,0.00555041670139824,0.00280550624314757,0.00219620317098491,0.00341480931531023
"195",2020-09-29,0.0502402887757542,0.00490981047689825,0.00299714193924401,0.00070140149669975,0.0548461507722874,0.0533949622305592,0.0562973393140157,0.00389289942132842,0.00218006447458315,0.00560573436807368,0.00301985995245286,0.00237330102478122,0.0036664188801245
"196",2020-09-30,0.0491946933838257,0.00529732511595889,0.00323369615702175,0.00075676073085127,0.054849238952354,0.0533975046862853,0.0563009732184227,0.00390938334847063,0.00217071625502391,0.00564805044191735,0.00325554872271927,0.00257001614290799,0.00394108130253055
"197",2020-10-01,0.0493312326989294,0.00540259431413138,0.0033960471703252,0.000771799187733055,0.054852557493694,0.0534001032521053,0.0563050117352828,0.00392432917484417,0.00217467637297226,0.00567398197671607,0.00351321357681225,0.00278882642618446,0.00423760072744005
"198",2020-10-02,0.049372581584159,0.00541124579687873,0.00340551440980129,0.000773035113839819,0.0548561165507242,0.053402728664364,0.0563095044370843,0.00393785836280789,0.00219307400286312,0.00568264272275266,0.00379334225623622,0.00303194390092428,0.00455474061154816
"199",2020-10-03,0.0496374819175098,0.00541124579687873,0.00340551440980129,0.000773035113839819,0.0548599262835625,0.0534053457453065,0.0563145068218186,0.00394998185598746,0.00222436469784097,0.00567559901413395,0.00409621271150941,0.00330095845760326,0.00489146696541555
"200",2020-10-04,0.04993243802518,0.00282660928419016,0.00399598486340849,0.00040380132631288,0.0548639968584826,0.0534079129115872,0.0563200808053779,0.00396070838182834,0.00226617117628113,0.00565524558737555,0.00442173036357956,0.00359698609248256,0.00524647463467657
"201",2020-10-05,0.0496081342974612,0.0027699674710633,0.00396815398709374,0.000395709638723328,0.0548683384483856,0.0534103816900508,0.0563262952067204,0.00397004840282811,0.00231549752647139,0.00562459927918482,0.00476933228026294,0.0039205356909827,0.00561812886954319
"202",2020-10-06,0.0503811156505261,0.00302933386088142,0.00441547134191459,0.000432761980125917,0.0548730766542487,0.0534128312194565,0.0563333220890409,0.00397801405981929,0.0023688476135961,0.00558718050604248,0.00513788954274258,0.0042713319880682,0.00600444709741697
"203",2020-10-07,0.0516337735505018,0.00308312392751219,0.00455392046806103,0.000440446275358884,0.0548787988579936,0.0534158780352886,0.0563417196806986,0.00398461911274074,0.00242235162657052,0.00554688659891096,0.00552560823838551,0.00464811040926486,0.00640310606750617
"204",2020-10-08,0.0492404718337541,0.0027627512059097,0.00537094041869136,0.000394678743701386,0.0548862081732283,0.0534202808024327,0.056352135544024,0.0039898788791547,0.00247194244864994,0.00550781530965945,0.00592993386364309,0.00504839172424991,0.00681147600303628
"205",2020-10-09,0.048971302546949,0.00246026512999614,0.00515791797531625,0.000351466447142305,0.0548960082144696,0.0534268075095765,0.0563652089193628,0.00399381017076581,0.00251361907983102,0.0054740012617006,0.00634746519589414,0.00546825198627157,0.00722667840551671
"206",2020-10-10,0.0490272858883551,0.00245885969315072,0.00517095004812314,0.000351265670450102,0.0549089033583993,0.0534362357954133,0.0563815709213852,0.00399643122819649,0.00254381292519403,0.00544904953119895,0.00677388490684909,0.00590211657038284,0.00764565324331534
"207",2020-10-11,0.049240930724385,0.00249242259294516,0.00526431226778346,0.000356060370420738,0.0549255990954939,0.0534493526931149,0.056401845497873,0.00399776165426977,0.00255982458497371,0.00543569872356583,0.00720391520866146,0.00634262933724055,0.00806520108008238
"208",2020-10-12,0.0482839906647047,0.00244790505923279,0.00518657051608608,0.000349700722747541,0.0549468024723348,0.0534669538254577,0.0564266511192119,0.00399782234604724,0.00256023445035789,0.00543541024173658,0.0076313074845249,0.00678067903805111,0.00848193593099869
"209",2020-10-13,0.0467483484834215,0.00229800367347575,0.00510370244765025,0.000328286239067964,0.0549732226250448,0.0534898420803556,0.0564566031697339,0.00399663542586462,0.00254515228652211,0.00544811856520713,0.00804887497574379,0.00720569182198358,0.00889205812950399
"210",2020-10-14,0.0463230482146978,0.00223302076356947,0.00552123756860768,0.00031900296622421,0.055005571404478,0.053518825788774,0.056492317020182,0.00399422417160216,0.00251620655961426,0.00547224178359007,0.00844857698995728,0.00760628069912937,0.00929087328078519
"211",2020-10-15,0.0446833453791238,0.00203690378274062,0.00536314084530921,0.000290986254677232,0.0550445640939946,0.0535547164140129,0.0565344117739763,0.00399061294642036,0.00247627821177798,0.00550494768106275,0.008821661590716,0.00797122302641922,0.00967210015501279
"212",2020-10-16,0.043763016444597,0.00260062699808271,0.00551568984711946,0.000371518142583244,0.0550909202208954,0.0535983257433085,0.0565835146984823,0.0039858271281851,0.00242908436491343,0.00554256989145677,0.00915887120276303,0.00829052279287883,0.0100272196126472
"213",2020-10-17,0.0440808978776362,0.00265528934350477,0.0191101078795485,0.00037932704907211,0.05514536446287,0.0536504625500787,0.0566402663756613,0.00397989303879782,0.00237874669383551,0.00558103938376013,0.00945071197340371,0.00855617060908717,0.0103452533377202
"214",2020-10-18,0.0443969846926938,0.00282304047448968,0.0189852942464885,0.000403291496355669,0.0552086276511208,0.0537119286686349,0.0567053266336067,0.00397283787363921,0.00232943700661829,0.00561623874066013,0.00968778313127821,0.00876234199798097,0.0106132242645755
"215",2020-10-19,0.0440976764019082,0.00273228969948664,0.0178124145379184,0.000390327099926662,0.0552814478721778,0.0537835143939385,0.0567793813504171,0.00396468963132512,0.00228512807251613,0.00564425119013411,0.00986115717999555,0.00890510322981294,0.0108172111301782
"216",2020-10-20,0.0441621424296114,0.00209396445165312,0.0168594199861842,0.000299137778807589,0.0553645716708012,0.0538659930886953,0.0568631502529071,0.00395547704396516,0.00224943140278874,0.00566152268514158,0.00996279590951185,0.0089819098393553,0.0109436819796684
"217",2020-10-21,0.0438790232688605,0.00209859050095087,0.0170411596385587,0.000299798642992982,0.0554587553567978,0.0539601148515129,0.0569573958620827,0.00394522950810462,0.00222548393688327,0.00566497507932598,0.00998598140933844,0.00899114004906659,0.0109808227696103
"218",2020-10-22,0.0476545895570899,0.00377195556799711,0.0052328528330434,0.000538850795428159,0.0555647664190395,0.0540665990773913,0.0570629337606877,0.00393398301864464,0.00221572888851015,0.00565223714877912,0.00992610818765626,0.00893198798303498,0.0109202283922775
"219",2020-10-23,0.0478034830413161,0.00429713103924628,0.00584635543798619,0.000613875862749468,0.0556833850504863,0.0541861257325363,0.0571806443684362,0.003921869874379,0.00222011031834888,0.00562362943040912,0.00978654278397499,0.00880784335566117,0.0107652422122888
"220",2020-10-24,0.0496129692583473,0.0042846324833393,0.0063044032591848,0.000612090354762758,0.0558154057885666,0.0543193251803457,0.0573114863967875,0.003909098382929,0.00223645763540282,0.00558173913045519,0.00957711807624549,0.0086252651761393,0.0105289709763517
"221",2020-10-25,0.0496032491645114,0.00442051478956983,0.00644794779789279,0.00063150211279569,0.0559616392758758,0.0544667664508076,0.057456512100944,0.00389587682105581,0.00226205247122141,0.00552970117089022,0.00930882345931192,0.00839090425729027,0.0102267426613336
"222",2020-10-26,0.0479151768041735,0.00432289388180657,0.00636043354378598,0.00061755626882951,0.0561229141468085,0.0546289439645033,0.0576168843291137,0.00388241094083796,0.00229379468321076,0.00547102719846516,0.00899307710059867,0.00811150582882916,0.00987464837236818
"223",2020-10-27,0.0457479655171772,0.00376475256599649,0.00634075017070126,0.000537821795142355,0.05630007904645,0.0548062629346154,0.0577938951582846,0.00386890378796729,0.00232831067875373,0.00540949689718085,0.00864121023344012,0.00779405138890522,0.00948836907797502
"224",2020-10-28,0.0459983622560484,0.00369970282456172,0.0063775530959039,0.000528528974937389,0.0564940047888294,0.0549990240089179,0.0579889855687409,0.00385555562723668,0.00236207972404148,0.00534903153043188,0.00826404586388735,0.00744593580846189,0.0090821559193128
"225",2020-10-29,0.0457605711915038,0.00315053180130644,0.00602201526821325,0.000450075971615205,0.0567055866624704,0.0552074082053687,0.058203765119572,0.00384256397276547,0.00239160947444493,0.005293518471086,0.00787158012378958,0.00707509617848795,0.00866806406909122
"226",2020-10-30,0.043085096534593,0.00281633227871469,0.00576326597074298,0.000402333182673527,0.056935746892087,0.0554314638395407,0.0584400299446333,0.00383012372047559,0.00241368178896314,0.00524656565198803,0.00747276521517192,0.0066899663285881,0.00825556410175575
"227",2020-10-31,0.0544473756244786,0.00239645421750782,0.00467603854554548,0.000342350602501118,0.0571850757904574,0.0556707349045073,0.0586994166764074,0.00381842738044884,0.00242566400179017,0.00521119075910751,0.00707538588940244,0.00629917964794372,0.00785159213086117
"228",2020-11-01,0.0648184966552925,0.0125096336865591,0.00436618727794431,0.0017870905266513,0.0574527365358972,0.0559232372952344,0.0589822357765599,0.00380766540705703,0.00242583853829859,0.00518949227581547,0.00668601678554823,0.00591107642603377,0.00746095714506269
"229",2020-11-02,0.0652374981178985,0.0141191045650767,0.00438230650216864,0.0020170149378681,0.0577375254944984,0.0561866919367317,0.059288359052265,0.00379802662515981,0.00241366335168247,0.00518238989863714,0.00631004553176357,0.00553318396843554,0.00708690709509159
"230",2020-11-03,0.0641273472843004,0.0130388311008581,0.00442378764532339,0.00186269015726544,0.0580382265589021,0.0564589577235088,0.0596174953942953,0.00378969875120334,0.0023898710671936,0.00518952643521307,0.0059517459305437,0.00517183525468854,0.00673165660639886
"231",2020-11-04,0.0640818479030043,0.0118456104308943,0.00498891183769891,0.00169223006155633,0.0583536073102219,0.0567380807817647,0.0599691338386792,0.00378286900872749,0.00235636538114314,0.00520937263631183,0.00561438635970094,0.00483199960548439,0.00639677311391748
"232",2020-11-05,0.0641959936232593,0.00266439265651907,0.00507648863497965,0.000380627522359867,0.0586824154486715,0.0570223301424475,0.0603425007548955,0.0037777248385975,0.00231595344611038,0.00523949623108463,0.00530036027563612,0.00451730552914646,0.00608341502212579
"233",2020-11-06,0.0640956789191235,0.0027515887447076,0.00502128229326472,0.000393084106386801,0.0590233754960107,0.0573102147358558,0.0607365362561657,0.00377445470521995,0.00227200810214326,0.00527690130829663,0.00501132799948501,0.00423019211547895,0.00579246388349107
"234",2020-11-07,0.0647272960455084,0.0030745716948724,0.00562231762423824,0.000439224527838914,0.0593751857751889,0.0576004801215625,0.0611498914288154,0.00377324900108746,0.00222815319465129,0.00531834480752363,0.00474836147210522,0.00397212494274763,0.00552459800146281
"235",2020-11-08,0.0680188253121367,0.00255855509281087,0.00514290246522377,0.000365507870401552,0.0597365156746498,0.0578920872114271,0.0615809441378725,0.00377430105322765,0.002188024934216,0.0053605771722393,0.0045120861412975,0.00374383045715556,0.00528034182543945
"236",2020-11-09,0.0668222598846631,0.00266387507282938,0.00576515553351467,0.000380553581832768,0.0601060032066782,0.0581841781250731,0.0620278282882833,0.00377780823652031,0.00215511748840562,0.00540049898463501,0.00430281644205833,0.00354552187241326,0.00506011101170339
"237",2020-11-10,0.0671206774154852,0.00266324830084841,0.005727845989415,0.000380464042978345,0.0604822528709002,0.0584760354825752,0.0624884702592251,0.00378397320040654,0.00213269285838057,0.0054352535424325,0.00412068337379221,0.00337710355295885,0.00486426319462558
"238",2020-11-11,0.0674107554102158,0.00255411472302631,0.00552226353985394,0.000364873531860901,0.0608638338355927,0.0587670409315927,0.0629606267395928,0.00379300521726264,0.0021237243686847,0.00546228606584058,0.00396575445786924,0.00323834919100025,0.00469315972473823
"239",2020-11-12,0.067780500119335,0.00253999281771284,0.00548912377215574,0.00036285611681612,0.0612492784508012,0.0590566371407871,0.0634419197608154,0.00380510358093757,0.00213069826011542,0.00547950890175971,0.00383800563057833,0.00312888567492046,0.00454712558623619
"240",2020-11-13,0.0670359711192004,0.00257099019103654,0.00556707784754535,0.00036728431300522,0.0616370811083978,0.059344295620664,0.0639298665961316,0.00382023008761454,0.0021537261565937,0.00548673401863538,0.00373570581897948,0.00304630187558595,0.00442510976237302
"241",2020-11-14,0.0680898199089172,0.00263926067097596,0.00582196304486149,0.000377037238710851,0.0620256974651195,0.0596294911131422,0.0644219038170969,0.00383817377199841,0.00219103075254798,0.00548531679144884,0.00365622600516879,0.00298713384178252,0.00432531816855507
"242",2020-11-15,0.0680816273190216,0.0025036346291293,0.0048827018308801,0.000357662089875614,0.0624135440452935,0.059911682173135,0.0649154059174521,0.00385872167338443,0.0022403726358387,0.00547707071093017,0.00359740412925682,0.00294846890828254,0.0042463393502311
"243",2020-11-16,0.0666683681312465,0.00240598108362763,0.00458472804493936,0.000343711583375376,0.0627989982403673,0.0601902969560713,0.0654076995246633,0.00388166111137549,0.00229913038324767,0.00546419183950331,0.00355749078382162,0.00292786149446699,0.00418712007317625
"244",2020-11-17,0.0662889443441721,0.00243946155775589,0.00458472804493936,0.000348494508250841,0.0631803987224997,0.0604647230055668,0.0658960744394326,0.00390677817575075,0.00236433254218254,0.00544922380931896,0.0035350798325986,0.0029232339906667,0.0041469256745305
"245",2020-11-18,0.0667903739578902,0.00292593284683947,0.00468974863531029,0.000417990406691353,0.0635560462893158,0.0607342998579419,0.0663777927206897,0.00393385634420592,0.00243270016627959,0.00543501252213225,0.00352905221145639,0.00293280083193965,0.00412530359097313
"246",2020-11-19,0.0668688712110616,0.00298826268517123,0.00490966742294257,0.000426894669310176,0.0639242051564666,0.0609983134216173,0.0668500968913159,0.00396267522596062,0.00250072986932706,0.00542462058259419,0.00353853002599143,0.0029550166541806,0.00412204339780226
"247",2020-11-20,0.0665255837625878,0.00323631617882459,0.00492665578940887,0.000462330882689227,0.0642831047138519,0.0612559912661769,0.0673102181615269,0.00399300943149486,0.00256484835808103,0.00542117050490868,0.00356283867826008,0.00298854977658058,0.00413712757993958
