"","date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"1",2020-01-01,"C. Valenciana","ESVC",5003769,2,0,2,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2",2020-01-02,"C. Valenciana","ESVC",5003769,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"3",2020-01-03,"C. Valenciana","ESVC",5003769,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"4",2020-01-04,"C. Valenciana","ESVC",5003769,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"5",2020-01-05,"C. Valenciana","ESVC",5003769,0,0,2,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"6",2020-01-06,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"7",2020-01-07,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"8",2020-01-08,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"9",2020-01-09,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"10",2020-01-10,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"11",2020-01-11,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"12",2020-01-12,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"13",2020-01-13,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"14",2020-01-14,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"15",2020-01-15,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"16",2020-01-16,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"17",2020-01-17,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"18",2020-01-18,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"19",2020-01-19,"C. Valenciana","ESVC",5003769,0,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"20",2020-01-20,"C. Valenciana","ESVC",5003769,1,0,3,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"21",2020-01-21,"C. Valenciana","ESVC",5003769,0,0,3,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"22",2020-01-22,"C. Valenciana","ESVC",5003769,0,0,3,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"23",2020-01-23,"C. Valenciana","ESVC",5003769,0,0,3,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"24",2020-01-24,"C. Valenciana","ESVC",5003769,0,0,3,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"25",2020-01-25,"C. Valenciana","ESVC",5003769,0,0,3,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"26",2020-01-26,"C. Valenciana","ESVC",5003769,1,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"27",2020-01-27,"C. Valenciana","ESVC",5003769,0,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"28",2020-01-28,"C. Valenciana","ESVC",5003769,0,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"29",2020-01-29,"C. Valenciana","ESVC",5003769,0,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"30",2020-01-30,"C. Valenciana","ESVC",5003769,0,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"31",2020-01-31,"C. Valenciana","ESVC",5003769,0,0,4,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"32",2020-02-01,"C. Valenciana","ESVC",5003769,1,0,5,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"33",2020-02-02,"C. Valenciana","ESVC",5003769,0,0,5,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"34",2020-02-03,"C. Valenciana","ESVC",5003769,1,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"35",2020-02-04,"C. Valenciana","ESVC",5003769,0,0,6,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"36",2020-02-05,"C. Valenciana","ESVC",5003769,1,0,7,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"37",2020-02-06,"C. Valenciana","ESVC",5003769,2,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"38",2020-02-07,"C. Valenciana","ESVC",5003769,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"39",2020-02-08,"C. Valenciana","ESVC",5003769,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"40",2020-02-09,"C. Valenciana","ESVC",5003769,0,0,9,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"41",2020-02-10,"C. Valenciana","ESVC",5003769,1,0,10,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"42",2020-02-11,"C. Valenciana","ESVC",5003769,1,0,11,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"43",2020-02-12,"C. Valenciana","ESVC",5003769,1,0,12,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"44",2020-02-13,"C. Valenciana","ESVC",5003769,1,1,13,1,148.854456547181,29.0130636731508,763.712839277348,148.854456547181,148.854456547181,148.854456547181,2.97484669150755e-05,5.79824201979563e-06,0.000152627517232979,2.97484669150755e-05,2.97484669150755e-05,2.97484669150755e-05
"45",2020-02-14,"C. Valenciana","ESVC",5003769,2,0,15,1,159.716651652637,29.7108359071228,858.589401350847,10.8621951054566,159.716651652637,159.716651652637,3.19192695851142e-05,5.93769134968517e-06,0.000171588536831106,2.17080267003865e-06,3.19192695851142e-05,3.19192695851142e-05
"46",2020-02-15,"C. Valenciana","ESVC",5003769,4,0,19,1,187.494867659167,34.878199541552,1007.91686097924,27.7782160065302,187.494867659167,187.494867659167,3.7470728096994e-05,6.97038563162129e-06,0.000201431533106193,5.55145851187978e-06,3.7470728096994e-05,3.7470728096994e-05
"47",2020-02-16,"C. Valenciana","ESVC",5003769,1,0,20,1,181.094415780766,32.5289036089311,1008.18606803497,0,187.494867659167,187.494867659167,3.61916019266209e-05,6.50088035817224e-06,0.000201485333962253,0,3.7470728096994e-05,3.7470728096994e-05
"48",2020-02-17,"C. Valenciana","ESVC",5003769,3,0,23,1,189.008295824964,33.0386864543054,1081.2819674313,0,187.494867659167,187.494867659167,3.77731857375839e-05,6.60276013027488e-06,0.000216093502204299,0,3.7470728096994e-05,3.7470728096994e-05
"49",2020-02-18,"C. Valenciana","ESVC",5003769,1,0,24,1,178.078233361482,30.4575366788833,1041.18259895696,0,187.494867659167,187.494867659167,3.55888198199162e-05,6.08691901622223e-06,0.000208079669336646,0,3.7470728096994e-05,3.7470728096994e-05
"50",2020-02-19,"C. Valenciana","ESVC",5003769,1,0,25,1,167.22917250944,28.0968504619465,995.328504028151,0,187.494867659167,187.494867659167,3.34206420219318e-05,5.61513740181581e-06,0.000198915758107169,0,3.7470728096994e-05,3.7470728096994e-05
"51",2020-02-20,"C. Valenciana","ESVC",5003769,3,0,28,1,169.579972872841,28.0718830374265,1024.41888779648,0,187.494867659167,187.494867659167,3.38904479548998e-05,5.61014767816549e-06,0.000204729452498004,0,3.7470728096994e-05,3.7470728096994e-05
"52",2020-02-21,"C. Valenciana","ESVC",5003769,2,0,30,1,165.286878650316,27.0195954438213,1011.10885656178,0,187.494867659167,187.494867659167,3.30324758497675e-05,5.39984868282714e-06,0.000202069451359922,0,3.7470728096994e-05,3.7470728096994e-05
"53",2020-02-22,"C. Valenciana","ESVC",5003769,2,0,32,1,160.794911572704,26.00373595575,994.280346165278,0,187.494867659167,187.494867659167,3.21347591331062e-05,5.19682982083105e-06,0.000198706284435848,0,3.7470728096994e-05,3.7470728096994e-05
"54",2020-02-23,"C. Valenciana","ESVC",5003769,5,0,37,1,170.058956036929,27.0248194771124,1070.12920300404,0,187.494867659167,187.494867659167,3.39861724306077e-05,5.40089270250334e-06,0.000213864629443133,0,3.7470728096994e-05,3.7470728096994e-05
"55",2020-02-24,"C. Valenciana","ESVC",5003769,14,0,51,1,214.568525024755,33.8532083241326,1359.97898605313,0,187.494867659167,187.494867659167,4.28813810199382e-05,6.76554179941811e-06,0.000271790921214214,0,3.7470728096994e-05,3.7470728096994e-05
"56",2020-02-25,"C. Valenciana","ESVC",5003769,8,0,59,1,224.786437272785,35.0375094088978,1442.13853194028,0,38.6404111119868,187.494867659167,4.49234241774121e-05,7.00222360562563e-06,0.000288210453348323,0,7.72226118191843e-06,3.7470728096994e-05
"57",2020-02-26,"C. Valenciana","ESVC",5003769,8,0,67,1,226.89997664526,35.0211837604676,1470.07022246161,0,27.7782160065302,187.494867659167,4.53458136547191e-05,6.99896093534046e-06,0.000293792583642772,0,5.55145851187978e-06,3.7470728096994e-05
"58",2020-02-27,"C. Valenciana","ESVC",5003769,15,0,82,1,243.984099272441,37.2212646906489,1599.30730974705,41.4314629146746,41.4314629146746,228.926330573842,4.87600645178547e-05,7.4386456870109e-06,0.000319620531992394,8.28005108043049e-06,8.28005108043049e-06,4.57507791774245e-05
"59",2020-02-28,"C. Valenciana","ESVC",5003769,22,0,104,1,269.708416177129,40.6684229272033,1788.67594366728,40.7820856032871,82.2135485179617,269.708416177129,5.39010526219594e-05,8.12755803219599e-06,0.000357465731065379,8.15027344453492e-06,1.64303245249654e-05,5.39010526219594e-05
"60",2020-02-29,"C. Valenciana","ESVC",5003769,14,0,118,1,263.640737564833,39.4071723986215,1763.80172118516,0,82.2135485179617,269.708416177129,5.26884309736986e-05,7.87549792938513e-06,0.000352494633782087,0,1.64303245249654e-05,5.39010526219594e-05
