"","date","ccaa","reg_code","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"164",2020-06-12,"Andalucía","ESAN",8414240,4,1,13304,1430,104917.773876862,104591.886053842,105244.677102483,0,17.3781283094722,120.643624272605,0.0124690731280379,0.0124303426160702,0.0125079243166921,0,2.0653235835289e-06,1.43380298485193e-05
"165",2020-06-13,"Andalucía","ESAN",8414240,4,0,13308,1430,104859.740260465,104534.019654926,105186.475788354,0,0,60.7355427379227,0.0124621760563598,0.0124234654175452,0.0125010073147847,0,0,7.2181852119648e-06
"166",2020-06-14,"Andalucía","ESAN",8414240,4,0,13312,1430,104805.893682325,104480.327323983,105132.474523072,0,0,60.7355427379227,0.0124557765980439,0.0124170842909143,0.012494589472498,0,0,7.2181852119648e-06
"167",2020-06-15,"Andalucía","ESAN",8414240,7,1,13319,1431,104852.974166875,104527.349859316,105179.61286148,0,0,60.7355427379227,0.0124613719322096,0.0124226727380388,0.0125001916823718,0,0,7.2181852119648e-06
"168",2020-06-16,"Andalucía","ESAN",8414240,10,0,13329,1431,104853.772234412,104528.133649128,105180.425288093,0,0,60.7355427379227,0.012461466779461,0.0124227658884376,0.0125002882361441,0,0,7.2181852119648e-06
"169",2020-06-17,"Andalucía","ESAN",8414240,10,2,13339,1433,105003.083143648,104677.170334694,105330.010683499,0,0,32.2087893008722,0.0124792118056589,0.0124404783242093,0.0125180658839656,0,0,3.82789049288732e-06
"170",2020-06-18,"Andalucía","ESAN",8414240,25,0,13364,1433,105124.300992048,104798.000146521,105451.617813469,0,0,17.3781283094725,0.0124936180798323,0.012454838481731,0.0125325184227534,0,0,2.06532358352893e-06
"171",2020-06-19,"Andalucía","ESAN",8414240,11,1,13375,1434,105206.372780561,104879.905436227,105533.85634365,0,0,2.27373675443232e-13,0.0125033719956361,0.0124645726097933,0.012542292155162,0,0,2.70224851493696e-20
"172",2020-06-20,"Andalucía","ESAN",8414240,15,0,13390,1434,105241.72587097,104915.137048782,105569.33132681,0,0,2.27373675443232e-13,0.0125075735741993,0.0124687597511816,0.0125465082202088,0,0,2.70224851493696e-20
"173",2020-06-21,"Andalucía","ESAN",8414240,10,1,13400,1435,105306.969837684,104980.265602133,105634.690794396,0,0,2.27373675443232e-13,0.0125153275682277,0.0124765000287766,0.0125542759410709,0,0,2.70224851493696e-20
"174",2020-06-22,"Andalucía","ESAN",8414240,17,0,13417,1435,105350.524294783,105023.672014096,105678.393797696,0,0,2.27373675443232e-13,0.0125205038476182,0.0124816587135732,0.0125594698746049,0,0,2.70224851493696e-20
"175",2020-06-23,"Andalucía","ESAN",8414240,13,0,13430,1435,105360.015635168,105033.119834042,105687.9288379,0,0,2.27373675443232e-13,0.0125216318568484,0.0124827815505669,0.0125606030773902,0,0,2.70224851493696e-20
"176",2020-06-24,"Andalucía","ESAN",8414240,97,1,13527,1436,106098.973271329,105769.871196161,106429.09934487,471.978872039879,471.978872039879,471.978872039879,0.012609454124357,0.0125703416109073,0.0126486883360672,5.60928701867167e-05,5.60928701867167e-05,5.60928701867167e-05
