"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0367647058823529,0.0455313067848519,0.00363353231248378,0.0066031746031746,4216,82,0.0317025031088887,0.025755133863737,0.00196233344765936,0.00131868807682709,423,403,0.0363031167956585,0.0437280472147653,0.00348772301555279,0.00614211202033892,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0367647058823529,0.0455313067848519,0.00363353231248378,0.0066031746031746,4216,82,0.0317025031088887,0.025755133863737,0.00196233344765936,0.00131868807682709,423,403,0.0363031167956585,0.0437280472147653,0.00348772301555279,0.00614211202033892,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"3","ES","ESAN","ESGR",914678,0.05,0.05,0,0,20,1,8414240,0.0367647058823529,0.0455313067848519,0.00363353231248378,0.0066031746031746,4216,82,0.0317025031088887,0.025755133863737,0.00196233344765936,0.00131868807682709,423,403,0.0363031167956585,0.0437280472147653,0.00348772301555279,0.00614211202033892,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"4","ES","ESAN","ESH",521870,0.00833333333333333,0.025,0,0,120,2,8414240,0.0367647058823529,0.0455313067848519,0.00363353231248378,0.0066031746031746,4216,82,0.0317025031088887,0.025755133863737,0.00196233344765936,0.00131868807682709,423,403,0.0363031167956585,0.0437280472147653,0.00348772301555279,0.00614211202033892,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"5","ES","ESAN","ESCA",1240155,0,0,NA,NA,20,1,8414240,0.0367647058823529,0.0455313067848519,0.00363353231248378,0.0066031746031746,4216,82,0.0317025031088887,0.025755133863737,0.00196233344765936,0.00131868807682709,423,403,0.0363031167956585,0.0437280472147653,0.00348772301555279,0.00614211202033892,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0367647058823529,0.0455313067848519,0.00363353231248378,0.0066031746031746,4216,82,0.0317025031088887,0.025755133863737,0.00196233344765936,0.00131868807682709,423,403,0.0363031167956585,0.0437280472147653,0.00348772301555279,0.00614211202033892,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"7","ES","ESAN","ESMA",1661785,0.0773809523809524,0.0546666666666667,0.00595238095238095,0.004,168,5,8414240,0.0367647058823529,0.0455313067848519,0.00363353231248378,0.0066031746031746,4216,82,0.0317025031088887,0.025755133863737,0.00196233344765936,0.00131868807682709,423,403,0.0363031167956585,0.0437280472147653,0.00348772301555279,0.00614211202033892,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"8","ES","ESAN","ESSE",1942389,0.0105263157894737,0.00625,0,0,95,2,8414240,0.0367647058823529,0.0455313067848519,0.00363353231248378,0.0066031746031746,4216,82,0.0317025031088887,0.025755133863737,0.00196233344765936,0.00131868807682709,423,403,0.0363031167956585,0.0437280472147653,0.00348772301555279,0.00614211202033892,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.0585516178736518,0.0882909843779409,0.000770416024653313,0.000434782608695652,1298,23,0.288461538461538,0.15,0,0,52,52,0.0674074074074074,0.0906679242389387,0.000740740740740741,0.000418035426731079,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.0585516178736518,0.0882909843779409,0.000770416024653313,0.000434782608695652,1298,23,0.288461538461538,0.15,0,0,52,52,0.0674074074074074,0.0906679242389387,0.000740740740740741,0.000418035426731079,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"11","ES","ESAR","ESZ",964693,0.288461538461538,0.15,0,0,52,2,1319291,0.0585516178736518,0.0882909843779409,0.000770416024653313,0.000434782608695652,1298,23,0.288461538461538,0.15,0,0,52,52,0.0674074074074074,0.0906679242389387,0.000740740740740741,0.000418035426731079,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"12","ES","ESAS","ESO",1022800,0.0288624787775891,0.0293103448275862,0.000679347826086957,0.000416666666666667,1767,29,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"13","ES","ESCB","ESS",581078,0.0421052631578947,0.062051282051282,0,0,665,13,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"14","ES","ESCE","ESCE",84777,0,0,0,0,100,1,84777,0,0,0,0,100,1,0,0,0,0,100,100,0,0,0,0,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,0,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"16","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,0,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,0,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"18","ES","ESCL","ESSG",153129,0.05,0.05,0,0,20,1,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"19","ES","ESCL","ESSA",330119,0,0,NA,NA,5,1,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"20","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,0,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"21","ES","ESCL","ESVA",519546,0.1,0.1,0,0,20,1,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"22","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,0,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"23","ES","ESCL","ESSO",88636,0.1,0.1,0.02,0.02,50,1,2399548,0.0574229691876751,0.0630564362497136,0.000472366556447804,0.000833333333333333,2142,42,0.0627384715465032,0.0627384715465032,0.00232850963666622,0.00232850963666622,95,90,0.0576487057652739,0.0630429330548968,0.000547211035488869,0.000893622700403208,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"24","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,0,2032863,0.0762987012987013,0.0829350491722941,0,0,1848,28,0.112046128812262,0.11727190620412,0,0,700,700,0.086119423143086,0.0923682516535648,0,0,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"25","ES","ESCM","ESTO",694844,0.0546875,0.0618518518518519,0,0,640,9,2032863,0.0762987012987013,0.0829350491722941,0,0,1848,28,0.112046128812262,0.11727190620412,0,0,700,700,0.086119423143086,0.0923682516535648,0,0,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"26","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,0,2032863,0.0762987012987013,0.0829350491722941,0,0,1848,28,0.112046128812262,0.11727190620412,0,0,700,700,0.086119423143086,0.0923682516535648,0,0,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"27","ES","ESCM","ESGU",257762,0.266666666666667,0.266666666666667,0,0,60,1,2032863,0.0762987012987013,0.0829350491722941,0,0,1848,28,0.112046128812262,0.11727190620412,0,0,700,700,0.086119423143086,0.0923682516535648,0,0,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"28","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,0,2032863,0.0762987012987013,0.0829350491722941,0,0,1848,28,0.112046128812262,0.11727190620412,0,0,700,700,0.086119423143086,0.0923682516535648,0,0,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"29","ES","ESCN","ESTF",1032983,0.00833333333333333,0.00833333333333333,0,0,120,4,2153389,0.064804469273743,0.0778516390231161,0,0,895,19,0.0346033285025531,0.035587086990166,0,0,290,290,0.0574134727980932,0.0675084153188499,0,0,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"30","ES","ESCN","ESGC",1120406,0.0588235294117647,0.0607142857142857,0,0,170,2,2153389,0.064804469273743,0.0778516390231161,0,0,895,19,0.0346033285025531,0.035587086990166,0,0,290,290,0.0574134727980932,0.0675084153188499,0,0,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"31","ES","ESCT","ESB",5664579,0.0563380281690141,0.0737037037037037,0.0072202166064982,0.0025,284,9,7675217,0.0702402957486137,0.0845187933501784,0.00346893724377168,0.00348717948717949,3246,67,0.0563380281690141,0.0737037037037037,0.0072202166064982,0.0025,284,284,0.0691218130311615,0.0836486841548246,0.00377073988938481,0.00340775768141207,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,0,7675217,0.0702402957486137,0.0845187933501784,0.00346893724377168,0.00348717948717949,3246,67,0.0563380281690141,0.0737037037037037,0.0072202166064982,0.0025,284,284,0.0691218130311615,0.0836486841548246,0.00377073988938481,0.00340775768141207,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"33","ES","ESCT","EST",804664,NA,NA,NA,NA,0,0,7675217,0.0702402957486137,0.0845187933501784,0.00346893724377168,0.00348717948717949,3246,67,0.0563380281690141,0.0737037037037037,0.0072202166064982,0.0025,284,284,0.0691218130311615,0.0836486841548246,0.00377073988938481,0.00340775768141207,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
"34","ES","ESCT","ESGI",771044,NA,NA,NA,NA,0,0,7675217,0.0702402957486137,0.0845187933501784,0.00346893724377168,0.00348717948717949,3246,67,0.0563380281690141,0.0737037037037037,0.0072202166064982,0.0025,284,284,0.0691218130311615,0.0836486841548246,0.00377073988938481,0.00340775768141207,47026208,0.0665722379603399,0,706,14,0.0519578507497031,22066,0.00220288366042093,22066,0.0524109403935952,0.00213458768886563
