"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0340322580645161,0.040479085972507,0,0,6200,88,0,0,0,0,0,0,0.0340322580645161,0.040479085972507,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0340322580645161,0.040479085972507,0,0,6200,88,0,0,0,0,0,0,0.0340322580645161,0.040479085972507,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0340322580645161,0.040479085972507,0,0,6200,88,0,0,0,0,0,0,0.0340322580645161,0.040479085972507,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,0,8414240,0.0340322580645161,0.040479085972507,0,0,6200,88,0,0,0,0,0,0,0.0340322580645161,0.040479085972507,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0340322580645161,0.040479085972507,0,0,6200,88,0,0,0,0,0,0,0.0340322580645161,0.040479085972507,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0340322580645161,0.040479085972507,0,0,6200,88,0,0,0,0,0,0,0.0340322580645161,0.040479085972507,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"7","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,0,8414240,0.0340322580645161,0.040479085972507,0,0,6200,88,0,0,0,0,0,0,0.0340322580645161,0.040479085972507,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,0,8414240,0.0340322580645161,0.040479085972507,0,0,6200,88,0,0,0,0,0,0,0.0340322580645161,0.040479085972507,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.0358620689655172,0.0460526315789474,NA,NA,1450,19,0,0,0,0,0,0,0.0358620689655172,0.0460526315789474,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.0358620689655172,0.0460526315789474,NA,NA,1450,19,0,0,0,0,0,0,0.0358620689655172,0.0460526315789474,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"11","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,0,1319291,0.0358620689655172,0.0460526315789474,NA,NA,1450,19,0,0,0,0,0,0,0.0358620689655172,0.0460526315789474,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"12","ES","ESAS","ESO",1022800,0.0294520547945205,0.0276235618214228,NA,NA,1460,22,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"13","ES","ESCB","ESS",581078,0.0571428571428571,0.0527777777777778,NA,NA,560,6,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"16","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"18","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"19","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"20","ES","ESCL","ESZA",172539,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"21","ES","ESCL","ESVA",519546,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"22","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"23","ES","ESCL","ESSO",88636,NA,NA,NA,NA,0,0,2399548,0.0415028396679773,0.0526365546218487,0,0,2289,34,0,0,0,0,0,0,0.0415028396679773,0.0526365546218487,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"24","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,0,2032863,0.0895748987854251,0.0921317181843498,0,0,3952,57,0.075,0.075,0,0,80,80,0.0892857142857143,0.0917918031410095,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"25","ES","ESCM","ESTO",694844,0.075,0.075,0,0,80,2,2032863,0.0895748987854251,0.0921317181843498,0,0,3952,57,0.075,0.075,0,0,80,80,0.0892857142857143,0.0917918031410095,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"26","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,0,2032863,0.0895748987854251,0.0921317181843498,0,0,3952,57,0.075,0.075,0,0,80,80,0.0892857142857143,0.0917918031410095,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"27","ES","ESCM","ESGU",257762,NA,NA,NA,NA,0,0,2032863,0.0895748987854251,0.0921317181843498,0,0,3952,57,0.075,0.075,0,0,80,80,0.0892857142857143,0.0917918031410095,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"28","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,0,2032863,0.0895748987854251,0.0921317181843498,0,0,3952,57,0.075,0.075,0,0,80,80,0.0892857142857143,0.0917918031410095,0,0,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"29","ES","ESCN","ESTF",1032983,NA,NA,NA,NA,0,0,2153389,0.0243531202435312,0.0217032967032967,NA,NA,657,10,0,0,0,0,0,0,0.0243531202435312,0.0217032967032967,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"30","ES","ESCN","ESGC",1120406,NA,NA,NA,NA,0,0,2153389,0.0243531202435312,0.0217032967032967,NA,NA,657,10,0,0,0,0,0,0,0.0243531202435312,0.0217032967032967,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"31","ES","ESCT","ESB",5664579,NA,NA,NA,NA,0,0,7675217,0.0613943808532778,0.0887975204744654,NA,NA,1922,34,0,0,0,0,0,0,0.0613943808532778,0.0887975204744654,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,0,7675217,0.0613943808532778,0.0887975204744654,NA,NA,1922,34,0,0,0,0,0,0,0.0613943808532778,0.0887975204744654,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"33","ES","ESCT","EST",804664,NA,NA,NA,NA,0,0,7675217,0.0613943808532778,0.0887975204744654,NA,NA,1922,34,0,0,0,0,0,0,0.0613943808532778,0.0887975204744654,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"34","ES","ESCT","ESGI",771044,NA,NA,NA,NA,0,0,7675217,0.0613943808532778,0.0887975204744654,NA,NA,1922,34,0,0,0,0,0,0,0.0613943808532778,0.0887975204744654,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"35","ES","ESEX","ESCC",394151,NA,NA,NA,NA,0,0,1067710,0.0232288037166086,0.0420833333333333,NA,NA,861,12,0,0,0,0,0,0,0.0232288037166086,0.0420833333333333,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"36","ES","ESEX","ESBA",673559,NA,NA,NA,NA,0,0,1067710,0.0232288037166086,0.0420833333333333,NA,NA,861,12,0,0,0,0,0,0,0.0232288037166086,0.0420833333333333,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"37","ES","ESGA","ESLU",329587,NA,NA,NA,NA,0,0,2699499,0.0475125768585802,0.0458497536945813,NA,NA,1789,29,0,0,0,0,0,0,0.0475125768585802,0.0458497536945813,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
"38","ES","ESGA","ESPO",942665,NA,NA,NA,NA,0,0,2699499,0.0475125768585802,0.0458497536945813,NA,NA,1789,29,0,0,0,0,0,0,0.0475125768585802,0.0458497536945813,NA,NA,47026208,0.0828214129003949,0.05,9116,94,0.0444044771830501,25309,0,13902,0.054577571910699,0.0198018941697802
