"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0370975268315446,0.0457170693217205,0.00382360438439969,0.0067283950617284,4286,84,0.0270110170311054,0.0202258316361357,0.00327443118746953,0.00201377518029376,243,223,0.0365563429318964,0.0443493566351236,0.00379644412205429,0.00649522579280847,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0370975268315446,0.0457170693217205,0.00382360438439969,0.0067283950617284,4286,84,0.0270110170311054,0.0202258316361357,0.00327443118746953,0.00201377518029376,243,223,0.0365563429318964,0.0443493566351236,0.00379644412205429,0.00649522579280847,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,0,8414240,0.0370975268315446,0.0457170693217205,0.00382360438439969,0.0067283950617284,4286,84,0.0270110170311054,0.0202258316361357,0.00327443118746953,0.00201377518029376,243,223,0.0365563429318964,0.0443493566351236,0.00379644412205429,0.00649522579280847,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"4","ES","ESAN","ESH",521870,0.05,0.05,0,0,20,1,8414240,0.0370975268315446,0.0457170693217205,0.00382360438439969,0.0067283950617284,4286,84,0.0270110170311054,0.0202258316361357,0.00327443118746953,0.00201377518029376,243,223,0.0365563429318964,0.0443493566351236,0.00379644412205429,0.00649522579280847,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"5","ES","ESAN","ESCA",1240155,0,0,NA,NA,20,1,8414240,0.0370975268315446,0.0457170693217205,0.00382360438439969,0.0067283950617284,4286,84,0.0270110170311054,0.0202258316361357,0.00327443118746953,0.00201377518029376,243,223,0.0365563429318964,0.0443493566351236,0.00379644412205429,0.00649522579280847,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0370975268315446,0.0457170693217205,0.00382360438439969,0.0067283950617284,4286,84,0.0270110170311054,0.0202258316361357,0.00327443118746953,0.00201377518029376,243,223,0.0365563429318964,0.0443493566351236,0.00379644412205429,0.00649522579280847,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"7","ES","ESAN","ESMA",1661785,0.0569105691056911,0.035,0.00813008130081301,0.005,123,4,8414240,0.0370975268315446,0.0457170693217205,0.00382360438439969,0.0067283950617284,4286,84,0.0270110170311054,0.0202258316361357,0.00327443118746953,0.00201377518029376,243,223,0.0365563429318964,0.0443493566351236,0.00379644412205429,0.00649522579280847,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"8","ES","ESAN","ESSE",1942389,0.0125,0.0125,0,0,80,1,8414240,0.0370975268315446,0.0457170693217205,0.00382360438439969,0.0067283950617284,4286,84,0.0270110170311054,0.0202258316361357,0.00327443118746953,0.00201377518029376,243,223,0.0365563429318964,0.0443493566351236,0.00379644412205429,0.00649522579280847,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,0.0585516178736518,0.0882909843779409,0.000770416024653313,0.000434782608695652,1298,23,0.288461538461538,0.15,0,0,52,52,0.0674074074074074,0.0906679242389387,0.000740740740740741,0.000418035426731079,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,0.0585516178736518,0.0882909843779409,0.000770416024653313,0.000434782608695652,1298,23,0.288461538461538,0.15,0,0,52,52,0.0674074074074074,0.0906679242389387,0.000740740740740741,0.000418035426731079,47026208,0.088042049934297,0,761,15,0.0517095458956595,22406,0.00226505644870651,22406,0.0529030122734124,0.00219065285922727
