"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,0,8414240,0.0429447852760736,0.0302222222222222,0.00613496932515337,0.00444444444444444,163,5,0.0358304633995299,0.0291028480972898,0,0,240,240,0.0387079682776357,0.0295555974331806,0.00248138957816377,0.00179762889440309,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,0,8414240,0.0429447852760736,0.0302222222222222,0.00613496932515337,0.00444444444444444,163,5,0.0358304633995299,0.0291028480972898,0,0,240,240,0.0387079682776357,0.0295555974331806,0.00248138957816377,0.00179762889440309,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"3","ES","ESAN","ESGR",914678,0.025,0.025,0,0,40,2,8414240,0.0429447852760736,0.0302222222222222,0.00613496932515337,0.00444444444444444,163,5,0.0358304633995299,0.0291028480972898,0,0,240,240,0.0387079682776357,0.0295555974331806,0.00248138957816377,0.00179762889440309,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"4","ES","ESAN","ESH",521870,0.00833333333333333,0.025,0,0,120,2,8414240,0.0429447852760736,0.0302222222222222,0.00613496932515337,0.00444444444444444,163,5,0.0358304633995299,0.0291028480972898,0,0,240,240,0.0387079682776357,0.0295555974331806,0.00248138957816377,0.00179762889440309,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,0,8414240,0.0429447852760736,0.0302222222222222,0.00613496932515337,0.00444444444444444,163,5,0.0358304633995299,0.0291028480972898,0,0,240,240,0.0387079682776357,0.0295555974331806,0.00248138957816377,0.00179762889440309,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,0,8414240,0.0429447852760736,0.0302222222222222,0.00613496932515337,0.00444444444444444,163,5,0.0358304633995299,0.0291028480972898,0,0,240,240,0.0387079682776357,0.0295555974331806,0.00248138957816377,0.00179762889440309,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"7","ES","ESAN","ESMA",1661785,0.0923076923076923,0.0666666666666667,0,0,65,2,8414240,0.0429447852760736,0.0302222222222222,0.00613496932515337,0.00444444444444444,163,5,0.0358304633995299,0.0291028480972898,0,0,240,240,0.0387079682776357,0.0295555974331806,0.00248138957816377,0.00179762889440309,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"8","ES","ESAN","ESSE",1942389,0,0,0,0,15,1,8414240,0.0429447852760736,0.0302222222222222,0.00613496932515337,0.00444444444444444,163,5,0.0358304633995299,0.0291028480972898,0,0,240,240,0.0387079682776357,0.0295555974331806,0.00248138957816377,0.00179762889440309,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,47026208,0.075,0,400,4,0.0417404762454743,2022,0.00156961331355699,2022,0.0472333785996487,0.00131038733278787
