"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","IT","IT21","ITAL",421284,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"2","IT","IT21","ITVC",170911,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"3","IT","IT21","ITAT",214638,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"4","IT","IT21","ITTO",2259523,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"5","IT","IT21","ITCN",587089,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"6","IT","IT21","ITVB",158349,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"7","IT","IT21","ITNO",369018,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"8","IT","IT21","ITBI",175585,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"9","IT","IT23","ITAO",125666,0,0,0,0,0,0,125666,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"10","IT","IT25","ITBS",1265954,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"11","IT","IT25","ITBG",1114590,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"12","IT","IT25","ITPV",545888,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"13","IT","IT25","ITCO",599204,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"14","IT","IT25","ITCR",358955,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"15","IT","IT25","ITMI",3250315,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"16","IT","IT25","ITVA",890768,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"17","IT","IT25","ITMB",873935,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"18","IT","IT25","ITLC",337380,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"19","IT","IT25","ITSO",181095,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"20","IT","IT25","ITMN",412292,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"21","IT","IT25","ITLO",230198,0,0,0,0,0,0,10060574,0.0638923917612442,0.0556044277360067,NA,NA,2379,30,0,0,0,0,0,0,0.0638923917612442,0.0556044277360067,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"22","IT","IT32","ITBZ",531178,0,0,0,0,0,0,1072276,0.0628115653040877,0.0611538461538462,NA,NA,1003,26,0,0,0,0,0,0,0.0628115653040877,0.0611538461538462,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"23","IT","IT32","ITTN",541098,0,0,0,0,0,0,1072276,0.0628115653040877,0.0611538461538462,NA,NA,1003,26,0,0,0,0,0,0,0.0628115653040877,0.0611538461538462,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"24","IT","IT34","ITRO",234937,0,0,0,0,0,0,4905854,0.0256723716381418,0.0411111111111111,NA,NA,1636,30,0,0,0,0,0,0,0.0256723716381418,0.0411111111111111,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"25","IT","IT34","ITVE",853338,0,0,0,0,0,0,4905854,0.0256723716381418,0.0411111111111111,NA,NA,1636,30,0,0,0,0,0,0,0.0256723716381418,0.0411111111111111,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"26","IT","IT34","ITPD",937908,0.1,0.1,NA,NA,30,1,4905854,0.0256723716381418,0.0411111111111111,NA,NA,1636,30,0,0,0,0,0,0,0.0256723716381418,0.0411111111111111,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
"27","IT","IT34","ITVI",862418,0,0,0,0,0,0,4905854,0.0256723716381418,0.0411111111111111,NA,NA,1636,30,0,0,0,0,0,0,0.0256723716381418,0.0411111111111111,NA,NA,60453010,0.0297848869277441,NA,1813,30,0.0263711637944997,10697,0,0,0.0268658944132505,0
