"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/03/15","ESCB",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESCB",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESCB",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESCB",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESCB",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESCB",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESCB",581078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESCB",581078,1,100,1,100,0.01,0.0195013954179879,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESCB",581078,1,100,1,100,0.01,0.0195013954179879,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESCB",581078,3,360,3,360,0.00833333333333333,0.00939050774651639,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESCB",581078,7,700,7,700,0.00714285714285714,0.00623847494864529,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESCB",581078,7,700,7,700,0.00714285714285714,0.00623847494864529,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESCB",581078,7,700,7,700,0.00714285714285714,0.00623847494864529,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESCB",581078,9,795,9,795,0.00880503144654088,0.00649395876722805,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESCB",581078,10,895,10,895,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","ESCB",581078,10,895,10,895,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","ESCB",581078,10,895,10,895,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","ESCB",581078,10,895,10,895,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","ESCB",581078,10,895,10,895,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","ESCB",581078,10,895,10,895,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/04","ESCB",581078,10,895,10,895,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/05","ESCB",581078,10,895,10,895,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/06","ESCB",581078,10,895,9,795,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/07","ESCB",581078,10,895,9,795,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/08","ESCB",581078,10,895,7,535,0.0100558659217877,0.00653659614843655,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/09","ESCB",581078,13,1225,6,525,0.0171428571428571,0.00726886911299427,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/10","ESCB",581078,15,1475,8,775,0.0230508474576271,0.00765828473672456,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/11","ESCB",581078,16,1525,9,825,0.0222950819672131,0.00741005797340849,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/12","ESCB",581078,18,1785,9,990,0.0196078431372549,0.00643196698994978,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/13","ESCB",581078,19,1885,9,990,0.0228116710875332,0.0067400031565321,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/14","ESCB",581078,19,1885,9,990,0.0228116710875332,0.0067400031565321,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/15","ESCB",581078,19,1885,9,990,0.0228116710875332,0.0067400031565321,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/16","ESCB",581078,19,1885,9,990,0.0228116710875332,0.0067400031565321,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/17","ESCB",581078,19,1885,9,990,0.0228116710875332,0.0067400031565321,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/18","ESCB",581078,19,1885,9,990,0.0228116710875332,0.0067400031565321,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/19","ESCB",581078,19,1885,9,990,0.0228116710875332,0.0067400031565321,NA,NA,NA,NA,NA,NA,NA,NA
