"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/03/15","ESEX",1067710,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESEX",1067710,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESEX",1067710,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESEX",1067710,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESEX",1067710,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESEX",1067710,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESEX",1067710,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESEX",1067710,2,250,2,250,0.056,0.0285008686953345,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESEX",1067710,2,250,2,250,0.056,0.0285008686953345,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESEX",1067710,2,250,2,250,0.056,0.0285008686953345,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESEX",1067710,4,360,4,360,0.0472222222222222,0.0219111847418716,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESEX",1067710,5,460,5,460,0.0369565217391304,0.0172400161092616,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESEX",1067710,5,460,5,460,0.0369565217391304,0.0172400161092616,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESEX",1067710,10,765,10,765,0.0483660130718954,0.0152027617663416,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESEX",1067710,12,1015,12,1015,0.0423645320197044,0.0123912861988503,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","ESEX",1067710,12,1015,12,1015,0.0423645320197044,0.0123912861988503,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","ESEX",1067710,14,1075,14,1075,0.04,0.0117141146709967,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","ESEX",1067710,16,1300,16,1300,0.0461538461538462,0.0114056366029057,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","ESEX",1067710,19,1456,19,1456,0.0412087912087912,0.0102099675759682,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","ESEX",1067710,19,1456,19,1456,0.0412087912087912,0.0102099675759682,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/04","ESEX",1067710,19,1456,19,1456,0.0412087912087912,0.0102099675759682,NA,NA,NA,NA,NA,NA,NA,NA
