"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"11","IT","IT25","ITBG",1114590,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"12","IT","IT25","ITPV",545888,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"13","IT","IT25","ITCO",599204,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"14","IT","IT25","ITCR",358955,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"15","IT","IT25","ITMI",3250315,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"16","IT","IT25","ITVA",890768,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"17","IT","IT25","ITMB",873935,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"18","IT","IT25","ITLC",337380,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"19","IT","IT25","ITSO",181095,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"20","IT","IT25","ITMN",412292,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"21","IT","IT25","ITLO",230198,NA,NA,0,10060574,0.0533980582524272,0.0436363636363636,1030,0,0,0,0.0533980582524272,0.0436363636363636,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"22","IT","IT32","ITBZ",531178,NA,NA,0,1072276,0.0461538461538462,0.0375,130,0,0,0,0.0461538461538462,0.0375,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"23","IT","IT32","ITTN",541098,NA,NA,0,1072276,0.0461538461538462,0.0375,130,0,0,0,0.0461538461538462,0.0375,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"24","IT","IT34","ITRO",234937,NA,NA,0,4905854,0.0366795366795367,0.102121212121212,518,0,0,0,0.0366795366795367,0.102121212121212,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"25","IT","IT34","ITVE",853338,NA,NA,0,4905854,0.0366795366795367,0.102121212121212,518,0,0,0,0.0366795366795367,0.102121212121212,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"26","IT","IT34","ITPD",937908,NA,NA,0,4905854,0.0366795366795367,0.102121212121212,518,0,0,0,0.0366795366795367,0.102121212121212,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"27","IT","IT34","ITVI",862418,NA,NA,0,4905854,0.0366795366795367,0.102121212121212,518,0,0,0,0.0366795366795367,0.102121212121212,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"28","IT","IT34","ITBL",202950,NA,NA,0,4905854,0.0366795366795367,0.102121212121212,518,0,0,0,0.0366795366795367,0.102121212121212,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"29","IT","IT34","ITTV",887806,NA,NA,0,4905854,0.0366795366795367,0.102121212121212,518,0,0,0,0.0366795366795367,0.102121212121212,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"30","IT","IT34","ITVR",926497,NA,NA,0,4905854,0.0366795366795367,0.102121212121212,518,0,0,0,0.0366795366795367,0.102121212121212,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"31","IT","IT36","ITPN",312533,NA,NA,0,1215220,0,0,200,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"32","IT","IT36","ITTS",234493,NA,NA,0,1215220,0,0,200,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"33","IT","IT36","ITUD",528791,NA,NA,0,1215220,0,0,200,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
"34","IT","IT36","ITGO",139403,NA,NA,0,1215220,0,0,200,0,0,0,0,0,60453010,0.0173713536545395,0.0160778443113772,6102,0.0324146174553904,0.0418180407666145,3233,0.0225813024352734,0.0249924726070154
