"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","FR","FR01",614331,0,0,NA,NA,135,5,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"2","FR","FR02",555094,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"3","FR","FR03",353124,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"4","FR","FR04",165155,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"5","FR","FR05",142312,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"6","FR","FR06",1094579,0,0,NA,NA,320,3,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"7","FR","FR07",324885,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"8","FR","FR08",291678,0,0,NA,NA,100,1,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"9","FR","FR09",157582,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"10","FR","FR10",311720,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"11","FR","FR11",365854,0.02,0.02,NA,NA,100,1,0.02,0.02,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"12","FR","FR12",288364,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"13","FR","FR13",2000550,0.0258620689655172,0.026,0,0,116,5,0.0258620689655172,0.026,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"14","FR","FR14",699561,0,0,NA,NA,20,2,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"15","FR","FR15",154135,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"16","FR","FR16",364429,0.0857142857142857,0.133333333333333,NA,NA,35,2,0.0857142857142857,0.133333333333333,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"17","FR","FR17",640803,0.0666666666666667,0.0666666666666667,NA,NA,30,1,0.0666666666666667,0.0666666666666667,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"18","FR","FR18",319600,0,0,NA,NA,10,1,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"19","FR","FR19",252235,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"20","FR","FR21",538505,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"21","FR","FR22",612383,0,0,NA,NA,210,4,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"22","FR","FR23",127919,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"23","FR","FR24",426607,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"24","FR","FR25",542509,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"25","FR","FR26",499313,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"26","FR","FR27",603194,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
"27","FR","FR28",440291,0,0,NA,NA,25,1,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0196265287249095,10180,0.000224925461038515,6167,0.0243322832902832,0.000166961400845513
