"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","FR","FR01",614331,0,0,NA,NA,135,5,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"2","FR","FR02",555094,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"3","FR","FR03",353124,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"4","FR","FR04",165155,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"5","FR","FR05",142312,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"6","FR","FR06",1094579,0,0,NA,NA,320,3,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"7","FR","FR07",324885,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"8","FR","FR08",291678,0,0,NA,NA,100,1,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"9","FR","FR09",157582,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"10","FR","FR10",311720,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"11","FR","FR11",365854,0.02,0.02,NA,NA,100,1,0.02,0.02,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"12","FR","FR12",288364,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"13","FR","FR13",2000550,0.0350877192982456,0.034,0,0,114,5,0.0350877192982456,0.034,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"14","FR","FR14",699561,0,0,NA,NA,20,2,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"15","FR","FR15",154135,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"16","FR","FR16",364429,0.0857142857142857,0.133333333333333,NA,NA,35,2,0.0857142857142857,0.133333333333333,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"17","FR","FR17",640803,0.0666666666666667,0.0666666666666667,NA,NA,30,1,0.0666666666666667,0.0666666666666667,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"18","FR","FR18",319600,0,0,NA,NA,10,1,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"19","FR","FR19",252235,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"20","FR","FR21",538505,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"21","FR","FR22",612383,0,0,NA,NA,210,4,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"22","FR","FR23",127919,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"23","FR","FR24",426607,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"24","FR","FR25",542509,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"25","FR","FR26",499313,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"26","FR","FR27",603194,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"27","FR","FR28",440291,0,0,NA,NA,25,1,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"28","FR","FR29",929286,0.00496277915632754,0.00611111111111111,NA,NA,403,6,0.00496277915632754,0.00611111111111111,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"29","FR","FR2A",145998,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"30","FR","FR2B",168869,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"31","FR","FR30",726285,0,0,NA,NA,31,2,0,0,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"32","FR","FR31",1268370,0.0607287449392713,0.0414285714285714,0,0,247,7,0.0607287449392713,0.0414285714285714,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"33","FR","FR32",195489,0,0,0,0,0,0,0,0,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"34","FR","FR33",1479277,0.0212765957446809,0.0144444444444444,NA,NA,376,9,0.0212765957446809,0.0144444444444444,NA,NA,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
"35","FR","FR34",1062617,0.0297029702970297,0.0466666666666667,0,0,202,10,0.0297029702970297,0.0466666666666667,0,0,64207050,0.0467071461933676,0,2141,30,0.0200009240252484,10296,8.58012899234978e-05,4697,0.0245983367181762,5.89366274891297e-05
