"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR01",614331,0,0,NA,NA,135,5,0,0,NA,NA
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR02",555094,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR03",353124,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR04",165155,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR05",142312,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR06",1094579,0,0,NA,NA,320,3,0,0,NA,NA
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR07",324885,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR08",291678,0,0,NA,NA,100,1,0,0,NA,NA
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR09",157582,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR10",311720,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR11",365854,0.02,0.02,NA,NA,100,1,0.02,0.02,NA,NA
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR12",288364,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR13",2000550,0.0258620689655172,0.026,0,0,116,5,0.0258620689655172,0.026,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR14",699561,0,0,NA,NA,20,2,0,0,NA,NA
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR15",154135,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR16",364429,0.0857142857142857,0.133333333333333,NA,NA,35,2,0.0857142857142857,0.133333333333333,NA,NA
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR17",640803,0.0666666666666667,0.0666666666666667,NA,NA,30,1,0.0666666666666667,0.0666666666666667,NA,NA
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR18",319600,0,0,NA,NA,10,1,0,0,NA,NA
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR19",252235,0,0,0,0,0,0,0,0,0,0
"FR","2020/10/17",64207050,0.0487689393939394,0,2112,30,0.0195643416199907,10159,0.00024146492462747,4936,0.0245908358338754,0.000169107671390634,"FR21",538505,0,0,0,0,0,0,0,0,0,0
