"","date","sample_size","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high","p_cases_recent","p_cases_recent_low","p_cases_recent_high","p_m_recent","p_m_recent_low","p_m_recent_high","p_cases_recovered","p_cases_recovered_low","p_cases_recovered_high","p_m_recovered","p_m_recovered_low","p_m_recovered_high","p_cases_fatalities","p_cases_fatalities_low","p_cases_fatalities_high","p_m_fatalities","p_m_fatalities_high","p_cases_stillsick","p_cases_stillsick_low","p_cases_stillsick_high","p_m_stillsick","p_m_stillsick_high","p_cases_active_cases","p_cases_active_cases_low","p_cases_active_cases_high","p_m_active_cases","p_m_active_cases_high","population"
"1","2020/03/23",245,0.0114620478858889,0.00910761818042752,0.0138164775913504,0.0140077745383868,0.0114083377420008,0.0166072113347728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80820173204279,NA,NA,6.86797056185111,NA,60550092
"2","2020/03/25",99,0.0148920327624721,0.0116531218981319,0.0181309436268123,0.0214013147346481,0.0175313890076343,0.0252712404616618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80454206999255,NA,NA,6.40970258136925,NA,60550092
"3","2020/03/29",49,0.0172647257955315,0.0125675051557556,0.0219619464353074,0.0255555555555556,0.0198648770510922,0.0312462340600189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45903859174001,NA,NA,7.57026158082281,NA,60550092
"4","2020/04/07",51,0.019817552689525,0.014972691948312,0.024662413430738,0.028255524431995,0.0224954173997683,0.0340156314642218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28530984586348,NA,NA,7.17261300598671,NA,60550092
"5","2020/04/08",30,0.0200739566825145,0.0137558649760085,0.0263920483890205,0.0317777777777778,0.0238760499048746,0.039679505650681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40887480190174,NA,NA,6.77791941391941,NA,60550092
"6","2020/04/10",33,0.0528249885163068,0.043428757234278,0.0622212197983357,0.0593112947658402,0.0493890361211417,0.0692335534105388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2604501607717,NA,NA,6.96288184879094,NA,60550092
"7","2020/04/16",32,0.0194746376811594,0.0137107877411799,0.0252384876211389,0.0312558489304813,0.0239978190340381,0.0385138788269245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41711956521739,NA,NA,17.2154150044618,NA,60550092
"8","2020/06/05",34,0.0614277808522413,0.0503568210079311,0.0724987406965515,0.0645533508459205,0.053223141824378,0.075883559867463,NA,NA,NA,NA,NA,NA,0.0409356725146199,0.0237896163456684,0.0580817286835713,0.0733838383838384,0.0508186192258846,0.0959490575417922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26618705035971,NA,NA,4.50559519342027,NA,60550092
"9","2020/06/10",44,0.0467769537934969,0.0368920973152762,0.0566618102717175,0.063524531024531,0.052106898281496,0.074942163767566,NA,NA,NA,NA,NA,NA,0.0550584996558844,0.0433303383180468,0.0667866609937219,0.0711558811558812,0.0579370790114489,0.0843746833003134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38961779806047,NA,NA,2.63662518037518,NA,60550092
"10","2020/07/31",31,0.056570418385386,0.0455789273502259,0.067561909420546,0.068010752688172,0.0560322809816416,0.0799892243947025,0,0,0,0,0,0,0.0577445652173913,0.045828467131156,0.0696606633036266,0.0747333333333333,0.0612999681492363,0.0881666985174304,0,0,0,0,0,0,0,0,0,0,1.03005303476724,NA,NA,2.35801075268817,NA,60550092
