"","date","sample_size","p_cases","p_cases_low","p_cases_high","p_m","p_m_low","p_m_high","p_cases_recent","p_cases_recent_low","p_cases_recent_high","p_m_recent","p_m_recent_low","p_m_recent_high","p_cases_recovered","p_cases_recovered_low","p_cases_recovered_high","p_m_recovered","p_m_recovered_low","p_m_recovered_high","p_cases_fatalities","p_cases_fatalities_low","p_cases_fatalities_high","p_m_fatalities","p_m_fatalities_high","p_cases_stillsick","p_cases_stillsick_low","p_cases_stillsick_high","p_m_stillsick","p_m_stillsick_high","p_cases_active_cases","p_cases_active_cases_low","p_cases_active_cases_high","p_m_active_cases","p_m_active_cases_high","population"
"1","2020/03/15",39,0.00478632478632479,0.00301772565194267,0.00655492392070691,0.00478632478632479,0.00301772565194267,0.00655492392070691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186666666666667,0.176681902078256,0.196651431255077,0.186666666666667,0.196651431255077,46937060
"2","2020/03/16",63,0.00783068783068783,0.00605353393684196,0.0096078417245337,0.00783068783068783,0.00605353393684196,0.0096078417245337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.670594938662045,0.689405061337955,0.68,0.689405061337955,46937060
"3","2020/03/19",76,0.0272652726527265,0.0226951345297742,0.0318354107756789,0.0309074410163339,0.0260507402417511,0.0357641417909168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66133661336613,NA,NA,7.06202062267738,NA,46937060
"4","2020/03/20",67,0.0262123197903014,0.0196673136030853,0.0327573259775176,0.0225373134328358,0.0164569944889254,0.0286176323767463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6347750109218,NA,NA,24.6184523809524,NA,46937060
"5","2020/03/22",157,0.039205072687906,0.0358600295295983,0.0425501158462136,0.0393456172277828,0.0359948287869405,0.0426964056686252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.73662233219919,NA,NA,13.5541729855424,NA,46937060
"6","2020/03/24",100,0.0478698501872659,0.0433429943499326,0.0523967060245993,0.0513376984126984,0.0466582842009884,0.0560171126244084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7114934456929,NA,NA,20.0769777777778,NA,46937060
"7","2020/03/25",170,0.0412025858711738,0.0377645677993061,0.0446406039430414,0.0423763899499194,0.0388918785294254,0.0458609013704133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0391775060363,NA,NA,37.7885803412274,NA,46937060
"8","2020/03/26",44,0.0456238361266294,0.0384187195107874,0.0528289527424715,0.061392577017577,0.0531038994244566,0.0696812546106974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7690875232775,NA,NA,53.4172246503497,NA,46937060
"9","2020/03/28",120,0.0482679704566733,0.04398341782963,0.0525525230837165,0.0521095848595849,0.0476667876296863,0.0565523820894835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4084052845106,NA,NA,65.8890407509158,NA,46937060
"10","2020/03/29",110,0.0545714600066014,0.0499017793677289,0.0592411406454739,0.0556208026006788,0.0509090565958782,0.0603325486054793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2214765100671,NA,NA,54.0286899735971,NA,46937060
