"date","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","cases_infect","cases_infect_undected","cases_symptom","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","p_infect","p_infect_undected","p_symptom","population"
"2020/03/26",111,0,1045,4,0,1456.25182917565,493.251829175648,1456.25182917565,493.251829175648,1516.44130793362,1.77897274350708e-05,1.09652555418152e-05,2.88615619587941e-05,0,2.09154711279989e-05,7.08434776545201e-06,2.09154711279989e-05,7.08434776545201e-06,2.17799447581431e-05,69625581
"2020/03/27",91,1,1136,5,0,1456.25182917565,402.251829175648,1456.25182917565,402.251829175648,1516.32248719795,1.95089547136475e-05,1.32427830638971e-05,2.87401305437639e-05,0,2.09154711279989e-05,5.77735687657167e-06,2.09154711279989e-05,5.77735687657167e-06,2.17782381909021e-05,69625581
"2020/03/28",0,0,1136,5,0,1430.95548479344,408.955484793437,1430.95548479344,408.955484793437,1509.84357065703,1.61207647529594e-05,1.09305244446852e-05,2.37755340592663e-05,0,2.05521514397623e-05,5.87363838002928e-06,2.05521514397623e-05,5.87363838002928e-06,2.16851845108055e-05,69625581
"2020/03/29",109,1,1245,6,0,1340.83890616679,272.83890616679,1340.83890616679,272.83890616679,1505.89103523636,1.79638399965949e-05,1.29919670472419e-05,2.48383902337383e-05,0,1.92578487232558e-05,3.91865895046233e-06,1.92578487232558e-05,3.91865895046233e-06,2.16284160736318e-05,69625581
"2020/03/30",143,1,1388,7,0,1340.83890616679,129.83890616679,1340.83890616679,129.83890616679,1490.39899864762,2.026202319048e-05,1.53449544148317e-05,2.67546955613455e-05,0,1.92578487232558e-05,1.86481612507895e-06,1.92578487232558e-05,1.86481612507895e-06,2.14059111211958e-05,69625581
"2020/03/31",263,3,1651,10,0,1340.83890616679,-133.16109383321,1340.83890616679,-133.16109383321,1472.73743571384,3.02978406334972e-05,2.49442601191723e-05,3.680041591401e-05,0,1.92578487232558e-05,-1.91253116915764e-06,1.92578487232558e-05,-1.91253116915764e-06,2.11522462658349e-05,69625581
"2020/04/01",0,0,1651,10,0,1340.83890616679,-98.1610938332097,1340.83890616679,-98.1610938332097,1456.25182917565,2.68083004236856e-05,2.20625099499762e-05,3.25749415291417e-05,0,1.92578487232558e-05,-1.40984236574212e-06,1.92578487232558e-05,-1.40984236574212e-06,2.09154711279989e-05,69625581
"2020/04/02",120,2,1771,12,0,1340.83890616679,-64.1610938332097,1340.83890616679,-64.1610938332097,1456.25182917565,3.06594372131721e-05,2.60609007956587e-05,3.60694013456753e-05,0,1.92578487232558e-05,-9.2151609956705e-07,1.92578487232558e-05,-9.2151609956705e-07,2.09154711279989e-05,69625581
"2020/04/03",104,3,1875,15,331.433742221015,1558.95721648694,282.957216486944,1558.95721648694,282.957216486944,1762.38922701445,3.63758769367264e-05,3.1937614589217e-05,4.14309096009509e-05,6.42996961051217e-06,2.23905810780515e-05,4.06398355924591e-06,2.23905810780515e-05,4.06398355924591e-06,2.53123809051511e-05,69625581
"2020/04/04",103,4,1978,19,1118.36310960812,2607.2216199017,1350.2216199017,2607.2216199017,1350.2216199017,2790.63575799593,4.39437889310682e-05,3.96490168419384e-05,4.87037697130415e-05,2.48458606860023e-05,3.7446317609927e-05,1.93926082986898e-05,3.7446317609927e-05,1.93926082986898e-05,4.00806099987292e-05,69625581
"2020/04/05",191,4,2169,23,639.700789676938,2089.49764150608,747.497641506077,2089.49764150608,747.497641506077,3430.33654767287,5.31315153455442e-05,4.87970332999089e-05,5.78510153591462e-05,1.56700195128063e-05,3.00104876899494e-05,1.07359627132745e-05,3.00104876899494e-05,1.07359627132745e-05,4.92683364132052e-05,69625581
"2020/04/06",51,3,2220,26,220.294213181834,2309.79185468791,1023.79185468791,2309.79185468791,1023.79185468791,3650.6307608547,5.62954991862224e-05,5.22049545757462e-05,6.07065604094661e-05,5.58629400851687e-06,3.31744715306277e-05,1.47042486394176e-05,3.31744715306277e-05,1.47042486394176e-05,5.24323202538834e-05,69625581
"2020/04/07",38,0,2258,26,0,2309.79185468791,1096.79185468791,2309.79185468791,1096.79185468791,3650.6307608547,5.26657004294198e-05,4.88317123094861e-05,5.68007114750013e-05,0,3.31744715306277e-05,1.575271385797e-05,3.31744715306277e-05,1.575271385797e-05,5.24323202538834e-05,69625581
"2020/04/08",111,4,2369,30,0,2309.79185468791,1076.79185468791,2309.79185468791,1076.79185468791,3650.6307608547,5.90179075637563e-05,5.52673509184266e-05,6.30229847337007e-05,0,3.31744715306277e-05,1.54654631131611e-05,3.31744715306277e-05,1.54654631131611e-05,5.24323202538834e-05,69625581
"2020/04/09",54,2,2423,32,194.493537150307,2504.28539183822,1217.28539183822,2504.28539183822,1217.28539183822,3731.80886610415,5.9996310235838e-05,5.64074261882855e-05,6.38135345849634e-05,4.81588716208637e-06,3.59678922009745e-05,1.7483306772524e-05,3.59678922009745e-05,1.7483306772524e-05,5.35982438136372e-05,69625581
"2020/04/10",50,1,2473,33,5.66435203253786,2509.94974387075,1281.94974387075,2509.94974387075,1281.94974387075,3667.37451194332,5.91702743235796e-05,5.57290588432524e-05,6.28239815313438e-05,1.35528210121549e-07,3.60492466679848e-05,1.84120509367204e-05,3.60492466679848e-05,1.84120509367204e-05,5.26728030024384e-05,69625581
"2020/04/11",45,2,2518,35,71.8073121624766,2581.75705603323,1451.75705603323,2581.75705603323,1451.75705603323,2581.75705603323,6.02016095186493e-05,5.68886406372449e-05,6.37075125726092e-05,1.71680530873279e-06,3.70805818630545e-05,2.08509147813536e-05,3.70805818630545e-05,2.08509147813536e-05,3.70805818630545e-05,69625581
"2020/04/12",33,3,2551,38,175.082016816374,2756.83907284961,1856.83907284961,2756.83907284961,1856.83907284961,2756.83907284961,6.27162315053064e-05,5.95234288288731e-05,6.60802942910983e-05,4.30438428031032e-06,3.95952038497116e-05,2.66689203333126e-05,3.95952038497116e-05,2.66689203333126e-05,3.95952038497116e-05,69625581
"2020/04/13",28,2,2579,40,56.4393318704633,2813.27840472007,1885.27840472007,2813.27840472007,1885.27840472007,2813.27840472007,6.35268435111216e-05,6.04449370284107e-05,6.67658871840609e-05,1.39023365785467e-06,4.04058158555268e-05,2.70773812963955e-05,4.04058158555268e-05,2.70773812963955e-05,4.04058158555268e-05,69625581
"2020/04/14",34,1,2613,41,0,2813.27840472007,1971.27840472007,2813.27840472007,1971.27840472007,2813.27840472007,6.30908375095818e-05,6.00988319514446e-05,6.62317993280861e-05,0,4.04058158555268e-05,2.83125594990736e-05,4.04058158555268e-05,2.83125594990736e-05,4.04058158555268e-05,69625581
"2020/04/15",30,2,2643,43,21.8854930473435,2503.7301555464,1735.7301555464,2503.7301555464,1735.7301555464,2835.16389776741,6.42771807215794e-05,6.13625067335522e-05,6.73302995826847e-05,5.32250394167601e-07,3.5959917599056e-05,2.49294889983955e-05,3.5959917599056e-05,2.49294889983955e-05,4.07201470644448e-05,69625581
"2020/04/16",29,3,2672,46,220.784234462556,1606.15128040083,912.151280400829,1606.15128040083,912.151280400829,3055.94813222997,6.70121965096108e-05,6.41614887305685e-05,6.99895618055261e-05,5.53713941093892e-06,2.30684075785426e-05,1.31008067336749e-05,2.30684075785426e-05,1.31008067336749e-05,4.3891168854016e-05,69625581
"2020/04/17",28,1,2700,47,0,966.450490723892,435.450490723892,966.450490723892,435.450490723892,3055.94813222997,6.69129542178495e-05,6.41224072922176e-05,6.98249431241087e-05,0,1.38806811640666e-05,6.2541738893912e-06,1.38806811640666e-05,6.2541738893912e-06,4.3891168854016e-05,69625581
"2020/04/18",0,0,2700,47,0,746.156277542058,266.156277542058,746.156277542058,266.156277542058,3055.94813222997,6.48999267007442e-05,6.21914803254224e-05,6.77263262382935e-05,0,1.07166973233883e-05,3.82267944797556e-06,1.07166973233883e-05,3.82267944797556e-06,4.3891168854016e-05,69625581
"2020/04/19",33,0,2733,47,0,746.156277542058,271.156277542058,746.156277542058,271.156277542058,3055.94813222997,6.38899852928065e-05,6.12220798156422e-05,6.66741514337137e-05,0,1.07166973233883e-05,3.89449213417778e-06,1.07166973233883e-05,3.89449213417778e-06,4.3891168854016e-05,69625581
"2020/04/20",32,0,2765,47,0,746.156277542058,350.156277542058,746.156277542058,350.156277542058,3055.94813222997,6.30244048260416e-05,6.03912203263988e-05,6.57724017201299e-05,0,1.07166973233883e-05,5.02913257617279e-06,1.07166973233883e-05,5.02913257617279e-06,4.3891168854016e-05,69625581
"2020/04/21",27,0,2792,47,0,551.662740391751,182.662740391751,551.662740391751,182.662740391751,2724.51439000895,6.21761958549377e-05,5.95771867219857e-05,6.48885847704007e-05,0,7.92327665304152e-06,2.62350041131795e-06,7.92327665304152e-06,2.62350041131795e-06,3.91309393886272e-05,69625581
"2020/04/22",19,1,2811,48,0,545.998388359213,207.998388359213,545.998388359213,207.998388359213,1606.15128040083,6.25618949686779e-05,5.99977229458171e-05,6.52356541198495e-05,0,7.84192218603121e-06,2.98738459876138e-06,7.84192218603121e-06,2.98738459876138e-06,2.30684075785426e-05,69625581
"2020/04/23",28,2,2839,50,0,474.191076196737,153.191076196737,474.191076196737,153.191076196737,966.450490723892,6.45005762360906e-05,6.19569977272987e-05,6.71485786496506e-05,0,6.81058699096151e-06,2.20021253677921e-06,6.81058699096151e-06,2.20021253677921e-06,1.38806811640666e-05,69625581
