"date","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","cases_infect","cases_infect_undected","cases_symptom","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","p_infect","p_infect_undected","p_symptom","population"
"2020/04/08",0,0,7,1,0,291.145290078717,289.145290078717,291.145290078717,289.145290078717,291.145290078717,0.00021711828464027,4.98267905409222e-05,0.00094608440586631,0,0.000529416677720165,0.000525779890894061,0.000529416677720165,0.000525779890894061,0.000529416677720165,549936
"2020/04/09",0,0,7,1,0,0,-2,0,-2,291.145290078717,0.000205156139694044,4.70815805202953e-05,0.000893959828642939,0,0,-3.6367868261034e-06,0,-3.6367868261034e-06,0.000529416677720165,549936
"2020/04/10",0,0,7,1,0,0,-2,0,-2,291.145290078717,0.000195188449917302,4.06125043551401e-05,0.000938098538518152,0,0,-3.6367868261034e-06,0,-3.6367868261034e-06,0.000529416677720165,549936
"2020/04/11",0,0,7,1,0,0,-2,0,-2,291.145290078717,0.000186900673458118,3.88880818409716e-05,0.000898266514711314,0,0,-3.6367868261034e-06,0,-3.6367868261034e-06,0.000529416677720165,549936
"2020/04/12",1,0,8,1,0,0,-3,0,-3,291.145290078717,0.000205699568033007,4.27995335079015e-05,0.000988616202584402,0,0,-5.4551802391551e-06,0,-5.4551802391551e-06,0.000529416677720165,549936
"2020/04/13",2,0,10,1,0,0,-4,0,-4,291.145290078717,0.000248112597415784,5.16243350842884e-05,0.00119245818654897,0,0,-7.2735736522068e-06,0,-7.2735736522068e-06,0.000529416677720165,549936
"2020/04/14",0,0,10,1,0,0,-4,0,-4,291.145290078717,0.000237750066700611,4.63396124206355e-05,0.00121980075497942,0,0,-7.2735736522068e-06,0,-7.2735736522068e-06,0.000529416677720165,549936
"2020/04/15",1,0,11,1,0,0,-5,0,-5,0,0.000248162123030953,4.83690152365659e-05,0.00127322086269545,0,0,-9.0919670652585e-06,0,-9.0919670652585e-06,0,549936
"2020/04/16",44,0,55,1,0,0,-49,0,-49,0,0.00117155768853685,0.000228347061974025,0.00601079517163189,0,0,-8.91012772395333e-05,0,-8.91012772395333e-05,0,549936
"2020/04/17",0,0,55,1,0,0,-48,0,-48,0,0.00100019686159417,0.000186058776728387,0.0053767620078639,0,0,-8.72828838264816e-05,0,-8.72828838264816e-05,0,549936
"2020/04/18",1,0,56,1,0,0,-49,0,-49,0,0.000760123304487209,0.000130007373668728,0.00444426667287978,0,0,-8.91012772395333e-05,0,-8.91012772395333e-05,0,549936
"2020/04/19",2,0,58,1,0,0,-51,0,-51,0,0.000587319113113955,9.6009586256003e-05,0.00359280519873499,0,0,-9.27380640656367e-05,0,-9.27380640656367e-05,0,549936
"2020/04/20",3,0,61,1,0,0,-54,0,-54,0,0.000482236470853618,7.60840934494867e-05,0.003056512909308,0,0,-9.81932443047918e-05,0,-9.81932443047918e-05,0,549936
"2020/04/21",6,0,67,1,0,0,-60,0,-60,0,0.000432345009155301,6.70430136596071e-05,0.00278809374367543,0,0,-0.000109103604783102,0,-0.000109103604783102,0,549936
"2020/04/22",0,0,67,1,0,0,-60,0,-60,0,0.000364655010662774,5.56303493265538e-05,0.00239030094923377,0,0,-0.000109103604783102,0,-0.000109103604783102,0,549936
"2020/04/23",6,0,73,1,0,0,-66,0,-66,0,0.000343576554489876,5.18067505045491e-05,0.00227856114590259,0,0,-0.000120013965261412,0,-0.000120013965261412,0,549936
"2020/04/24",9,0,82,1,0,0,-74,0,-74,0,0.000340623244269043,5.09139787495362e-05,0.00227882788550335,0,0,-0.000134561112565826,0,-0.000134561112565826,0,549936
