"date","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","cases_infect","cases_infect_undected","cases_symptom","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","p_infect","p_infect_undected","p_symptom","population"
"2020/04/05",24,0,323,5,0,1071.97753167569,860.977531675691,1071.97753167569,860.977531675691,1071.97753167569,7.26194001747498e-05,4.95802521681704e-05,0.000106364470754467,0,0.000106118559255508,8.52309796735827e-05,0.000106118559255508,8.52309796735827e-05,0.000106118559255508,10101697
"2020/04/06",22,0,345,5,0,1071.97753167569,853.977531675691,1071.97753167569,853.977531675691,1071.97753167569,7.16458437598331e-05,4.88705581009506e-05,0.000105035160790574,0,0.000106118559255508,8.45380267964572e-05,0.000106118559255508,8.45380267964572e-05,0.000106118559255508,10101697
"2020/04/07",4,1,349,6,0,1071.97753167569,875.977531675691,1071.97753167569,875.977531675691,1071.97753167569,8.07436589721227e-05,5.87482230499903e-05,0.00011097422399753,0,0.000106118559255508,8.67158786959945e-05,0.000106118559255508,8.67158786959945e-05,0.000106118559255508,10101697
"2020/04/08",0,0,349,6,0,1071.97753167569,894.977531675691,1071.97753167569,894.977531675691,1071.97753167569,7.52850323046614e-05,5.47361944489004e-05,0.000103548230675868,0,0.000106118559255508,8.85967507910494e-05,0.000106118559255508,8.85967507910494e-05,0.000106118559255508,10101697
"2020/04/09",9,0,358,6,0,1071.97753167569,925.977531675691,1071.97753167569,925.977531675691,1071.97753167569,7.24476713823758e-05,5.26417875783986e-05,9.97052974485707e-05,0,0.000106118559255508,9.16655421040337e-05,0.000106118559255508,9.16655421040337e-05,0.000106118559255508,10101697
"2020/04/10",14,1,372,7,0,803.764817145699,666.764817145699,803.764817145699,666.764817145699,1071.97753167569,8.29364185188657e-05,6.31110510628283e-05,0.000108989620690817,0,7.95673060819088e-05,6.60052283438812e-05,7.95673060819088e-05,6.60052283438812e-05,0.000106118559255508,10101697
"2020/04/11",0,0,372,7,0,803.764817145699,690.764817145699,803.764817145699,690.764817145699,1071.97753167569,7.8716393719585e-05,5.98733793959386e-05,0.000103489575880479,0,7.95673060819088e-05,6.838106677974e-05,7.95673060819088e-05,6.838106677974e-05,0.000106118559255508,10101697
"2020/04/12",9,0,381,7,0,0,-113,0,-113,1071.97753167569,7.6845420731136e-05,5.84269860826122e-05,0.000101070054837258,0,0,-1.11862393021687e-05,0,-1.11862393021687e-05,0.000106118559255508,10101697
"2020/04/13",8,0,389,7,0,0,-115,0,-115,1071.97753167569,7.5104532867673e-05,5.70843433907774e-05,9.88132738719157e-05,0,0,-1.13842258384903e-05,0,-1.13842258384903e-05,0.000106118559255508,10101697
"2020/04/14",2,0,391,7,0,0,-113,0,-113,1071.97753167569,7.25126593384017e-05,5.50974886464403e-05,9.5432403427099e-05,0,0,-1.11862393021687e-05,0,-1.11862393021687e-05,0.000106118559255508,10101697
