"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/03/23","ME",622182,21,0,21,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/03/30","ME",622182,64,1,85,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/04/06","ME",622182,129,1,214,2,13435.9729271237,13410.6097130917,13461.3841100879,13435.9729271237,13435.9729271237,13435.9729271237,0.0215949238761709,0.0215541589327426,0.0216357659175094,0.0215949238761709,0.0215949238761709,0.0215949238761709
"2020/04/13","ME",622182,58,1,272,3,6777.43366912536,4376.08052462356,10496.517804216,0,13435.9729271237,13435.9729271237,0.0108930082662715,0.00703344121916667,0.0168704941708632,0,0.0215949238761709,0.0215949238761709
"2020/04/20","ME",622182,36,2,308,5,5187.14672891258,3824.33730390449,7035.59572525103,0,13435.9729271237,13435.9729271237,0.00833702474342327,0.0061466537185333,0.0113079383930281,0,0.0215949238761709,0.0215949238761709
"2020/04/27","ME",622182,13,2,321,7,4108.70248572628,3255.08304460556,5186.17678408846,0,13435.9729271237,13435.9729271237,0.00660369873401398,0.0052317216579804,0.00833546580275299,0,0.0215949238761709,0.0215949238761709
"2020/05/04","ME",622182,1,1,322,8,3058.23772678579,2467.19159537529,3790.87623801394,0,13435.9729271237,13435.9729271237,0.00491534265984195,0.00396538568357055,0.00609287352898981,0,0.0215949238761709,0.0215949238761709
"2020/05/11","ME",622182,2,1,324,9,2527.15874702977,2076.66181707063,3075.3834255488,0,13435.9729271237,13435.9729271237,0.00406176769342374,0.00333770796498554,0.0049429000285267,0,0.0215949238761709,0.0215949238761709
"2020/05/18","ME",622182,0,0,324,9,1997.2552057649,1633.29122517632,2442.32522373613,0,13435.9729271237,13435.9729271237,0.00321008194670515,0.0026251020202711,0.00392541928846564,0,0.0215949238761709,0.0215949238761709
"2020/05/25","ME",622182,0,0,324,9,1667.30229787481,1359.30389850889,2045.08863363673,0,13435.9729271237,13435.9729271237,0.00267976620647143,0.00218473677880248,0.00328696206839274,0,0.0215949238761709,0.0215949238761709
"2020/06/01","ME",622182,0,0,324,9,1447.21500217456,1177.50572354378,1778.70155587505,0,13435.9729271237,13435.9729271237,0.00232603161482421,0.00189254225217666,0.00285881230230873,0,0.0215949238761709,0.0215949238761709
"2020/06/08","ME",622182,0,0,324,9,1292.48219144919,1050.13824513714,1590.75266799292,0,13435.9729271237,13435.9729271237,0.00207733780702301,0.00168783128592138,0.00255673206231122,0,0.0215949238761709,0.0215949238761709
"2020/06/15","ME",622182,1,0,325,9,1182.77270018331,959.967237661247,1457.2906297377,0,13435.9729271237,13435.9729271237,0.00190100758328481,0.00154290422683595,0.00234222563452125,0,0.0215949238761709,0.0215949238761709
"2020/06/22","ME",622182,37,0,362,9,1221.47799542036,990.594279435461,1506.1751559341,0,13435.9729271237,13435.9729271237,0.00196321654342356,0.00159212944031724,0.00242079513057932,0,0.0215949238761709,0.0215949238761709
"2020/06/29","ME",622182,119,2,481,11,1857.14458086243,1565.93546713961,2202.50838339253,0,0,13435.9729271237,0.00298488959960659,0.00251684469679227,0.00353997445022924,0,0,0.0215949238761709
"2020/07/06","ME",622182,300,3,781,14,3580.37199401823,3134.42576656469,4089.76462364898,0,0,13435.9729271237,0.00575454126608972,0.0050377956394828,0.0065732609166594,0,0,0.0215949238761709
"2020/07/13","ME",622182,440,9,1221,23,8337.77082271576,7703.8622598195,9023.84024370642,0,0,13435.9729271237,0.013400855091783,0.0123820076116305,0.0145035379418023,0,0,0.0215949238761709
"2020/07/20","ME",622182,550,7,1771,30,13525.0401993241,12733.0014581639,14366.3466146898,0,0,13435.9729271237,0.0217380769603172,0.0204650752644144,0.023090263965672,0,0,0.0215949238761709
"2020/07/27","ME",622182,798,10,2569,40,21071.9199770122,20137.913091489,22049.246587784,0,0,13435.9729271237,0.0338677749870813,0.0323665954519562,0.0354385800100036,0,0,0.0215949238761709
