"date","cases","deaths","cum_cases","cum_deaths","cases_daily","cases_active","cases_active_undected","cases_infect","cases_symptom","p_cases","p_cases_low","p_cases_high","p_cases_daily","p_cases_active","p_cases_active_undetected","p_infect","p_symptom","population"
"2020/06/22",618,2,7492,51,618,3532.30322962017,35.3032296201656,3532.30322962017,4544.76631136145,0.000242480441769011,0.000233000740116748,0.000252345827790221,2.4031213513288e-05,0.000137355231560969,1.37278227946737e-06,0.000137355231560969,0.0001767253229714,25716554
"2020/06/23",0,3,7492,54,0,3337.84907529112,26.8490752911216,3337.84907529112,4290.51049948405,0.000245186046396923,0.000236099446955024,0.000254622355634768,0,0.00012979379256222,1.04403860996001e-06,0.00012979379256222,0.000166838469084312,25716554
"2020/06/24",412,4,7904,58,412,3524.62356942942,24.6235694294193,3524.62356942942,4521.41319053415,0.000264945860686665,0.000255761374190574,0.000274460165524027,1.60208090088587e-05,0.000137056604451336,9.57498793556062e-07,0.000137056604451336,0.000175817226154568,25716554
"2020/06/25",0,0,7904,58,0,3225.06079321454,5.06079321453649,3225.06079321454,4390.0092098542,0.000252826591769521,0.000244057751919738,0.000261910490459707,0,0.000125407968470991,1.96791265833536e-07,0.000125407968470991,0.000170707522083021,25716554
"2020/06/26",260,0,8164,58,260,3316,0,3316,4465.69734498017,0.000249572517204088,0.000240912441787983,0.000258543896202756,1.01102192774351e-05,0.000128944181246057,0,0.000128944181246057,0.000173650689940035,25716554
"2020/06/27",170,2,8334,60,170,3250,0,3250,4488.57950836685,0.000252534932396783,0.000244043074013424,0.000261322278202166,6.61052798909216e-06,0.000126377740967938,0,0.000126377740967938,0.000174540473360733,25716554
"2020/06/28",405,4,8739,64,405,3300,0,3300,4779.30322962017,0.000271299309972743,0.000262708641275026,0.000280170896680297,1.57486107975431e-05,0.000128322013905907,0,0.000128322013905907,0.000185845398633898,25716554
"2020/06/29",205,2,8944,66,205,3265,0,3265,4789.84907529112,0.000275503077586786,0.000267023574111397,0.000284251853089667,7.97151904566996e-06,0.000126961022849329,0,0.000126961022849329,0.000186255478680819,25716554
"2020/06/30",270,0,9214,66,270,3151,0,3151,4834.62356942942,0.000273347084748361,0.000264930770043527,0.000282030768748196,1.04990738650287e-05,0.000122528080550761,0,0.000122528080550761,0.000187996555426105,25716554
"2020/07/01",285,2,9499,68,285,3436,0,3436,4820.06079321454,0.000279925504756566,0.000271540672867096,0.00028856924962976,1.10823557464192e-05,0.00013361043629718,0,0.00013361043629718,0.000187430275192179,25716554
"2020/07/02",203,0,9702,68,203,3258,0,3258,4854,0.000275909604085913,0.00026764223783537,0.000284432346114484,7.89374812815123e-06,0.000126688824638013,0,0.000126688824638013,0.000188750016817961,25716554
"2020/07/03",290,0,9992,68,290,3118,0,3118,4908,0.00027448576523044,0.000266258431253575,0.000282967322234339,1.1276783040216e-05,0.000121244860411702,0,0.000121244860411702,0.000190849831590967,25716554
"2020/07/04",252,2,10244,70,252,2752,0,2752,4805,0.000280117396739742,0.000271942603496968,0.000288537930236903,9.79913560736015e-06,0.000107012782505774,0,0.000107012782505774,0.000186844629338752,25716554
"2020/07/05",218,2,10462,72,218,2970,0,2970,4783,0.00028478748539907,0.000276689102578572,0.00029312289889297,8.47703000954171e-06,0.000115489812515316,0,0.000115489812515316,0.000185989149246046,25716554
"2020/07/06",310,2,10772,74,310,2868,0,2868,4709,0.000291952905369777,0.000283857202432114,0.000300279500479607,1.20544922154034e-05,0.000111523495721861,0,0.000111523495721861,0.000183111625297853,25716554
"2020/07/07",194,1,10966,75,194,3062,0,3062,4903,0.00029207193208472,0.000284071024963389,0.000300298186070528,7.54377899931694e-06,0.000119067274721178,0,0.000119067274721178,0.00019065540429717,25716554
"2020/07/08",0,0,10966,75,0,2802,0,2802,4522,0.000283422479278285,0.000275656496851243,0.000291407250247394,0,0.000108957055443743,0,0.000108957055443743,0.000175840044509852,25716554
"2020/07/09",538,3,11504,78,538,3170,0,3170,4630,0.000300480435953489,0.000292538963300617,0.000308637493522588,2.09203768125387e-05,0.000123266904267189,0,0.000123266904267189,0.000180039674055863,25716554
"2020/07/10",246,1,11750,79,246,3011,0,3011,4258,0.000302428726437317,0.000294527574517382,0.000310541838822292,9.56582285480395e-06,0.00011708411632445,0,0.00011708411632445,0.000165574283397379,25716554
"2020/07/11",302,2,12052,81,302,3108,0,3108,4560,0.000309524613170678,0.000301620962209425,0.000317635370753631,1.17434085453284e-05,0.000120856005824108,0,0.000120856005824108,0.000177317691942707,25716554
"2020/07/12",391,1,12443,82,391,3229,0,3229,4539,0.000314901488603214,0.000306949303783373,0.000323059691949989,1.5204214374912e-05,0.000125561146333992,0,0.000125561146333992,0.000176501097308761,25716554
"2020/07/13",323,2,12766,84,323,3267,0,3267,4862,0.000322164054898904,0.000314205444479801,0.000330324251512378,1.25600031792751e-05,0.000127038793766848,0,0.000127038793766848,0.000189061100488036,25716554
"2020/07/14",106,0,12872,84,106,3170,0,3170,4708,0.000316174358795524,0.00030836199671319,0.000324184647347255,4.12185862849276e-06,0.000123266904267189,0,0.000123266904267189,0.000183072739839094,25716554
"2020/07/15",165,3,13037,87,165,3045,0,3045,4703,0.000322921968739572,0.000315194693302884,0.000330838685137491,6.41610069529533e-06,0.000118406221922268,0,0.000118406221922268,0.000182878312545297,25716554
"2020/07/16",366,0,13403,87,366,3159,0,3159,4664,0.000323562364280594,0.000315818175644857,0.000331496448439295,1.42320779059278e-05,0.000122839164220836,0,0.000122839164220836,0.000181361779653681,25716554
"2020/07/17",151,0,13554,87,151,3092,0,3092,4610,0.000319206872714512,0.000311565461637695,0.000327035695974111,5.87170427266421e-06,0.000120233838483959,0,0.000120233838483959,0.000179261964880676,25716554
"2020/07/18",142,0,13696,87,142,2924,0,2924,4482,0.000314889006126301,0.000307349580755658,0.000322613377039344,5.52173514382992e-06,0.000113701081412385,0,0.000113701081412385,0.000174284626159477,25716554
"2020/07/19",216,4,13912,91,216,2946,0,2946,4413,0.00032693277241879,0.000319419805090102,0.000334622449761015,8.39925909202298e-06,0.000114556561505091,0,0.000114556561505091,0.000171601529505081,25716554
"2020/07/20",207,1,14119,92,207,3153,0,3153,4417,0.000328141637693717,0.00032067470133108,0.000335782442273622,8.04928996318869e-06,0.00012260585146828,0,0.00012260585146828,0.000171757071340118,25716554
"2020/07/21",193,0,14312,92,193,2808,0,2808,4320,0.000325682478419213,0.000318270332354884,0.000333267244749064,7.50489354055757e-06,0.000109190368196299,0,0.000109190368196299,0.00016798518184046,25716554
"2020/07/22",219,1,14531,93,219,2781,0,2781,4287,0.000327543096302019,0.000320160830074927,0.000335095582773215,8.51591546830108e-06,0.000108140460809796,0,0.000108140460809796,0.000166701961701401,25716554
"2020/07/23",0,0,14531,93,0,2479,0,2479,4069,0.000321187242411681,0.000313947199589593,0.000328594250316222,0,9.63970522644675e-05,0,9.63970522644675e-05,0.000158224931691859,25716554
"2020/07/24",470,0,15001,93,470,2558,0,2558,4229,0.000325422524854501,0.0003180860373164,0.000332928224627917,1.82761656169019e-05,9.94690035064574e-05,0,9.94690035064574e-05,0.000164446605093357,25716554
"2020/07/25",252,1,15253,94,252,2487,0,2487,4287,0.000328480474272801,0.00032114611367029,0.000335982337588743,9.79913560736015e-06,9.67081359345424e-05,0,9.67081359345424e-05,0.000166701961701401,25716554
"2020/07/26",241,0,15494,94,241,2622,0,2622,4528,0.000327740320855849,0.000320421577139995,0.00033522623187066,9.37139556100712e-06,0.000101957672867057,0,0.000101957672867057,0.000176073357262408,25716554
"2020/07/27",102,2,15596,96,102,2559,0,2559,4092,0.00033093520177966,0.000323684792838743,0.000338348016959527,3.9663167934553e-06,9.95078889652167e-05,0,9.95078889652167e-05,0.000159119297243324,25716554
"2020/07/28",59,0,15655,96,59,2252,0,2252,3905,0.000326375216737943,0.000319223853140684,0.000333686787665565,2.29424206680257e-06,8.75700531260915e-05,0,8.75700531260915e-05,0.000151847716455323,25716554
"2020/07/29",58,2,15713,98,58,2159,0,2159,3661,0.00032878949128025,0.000321718431593265,0.000336015966014019,2.25535660804321e-06,8.39537054614705e-05,0,8.39537054614705e-05,0.000142359664518038,25716554
"2020/07/30",100,1,15813,99,100,2117,0,2117,3370,0.000328975473980128,0.000321964695428583,0.000336138912176028,3.88854587593657e-06,8.23205161935771e-05,0,8.23205161935771e-05,0.000131043996019062,25716554
"2020/07/31",165,1,15978,100,165,2066,0,2066,3212,0.000330818534208381,0.000323831888625062,0.000337955916078712,6.41610069529533e-06,8.03373577968495e-05,0,8.03373577968495e-05,0.000124900093535083,25716554
"2020/08/01",69,2,16047,102,69,1928,0,1928,3175,0.000334203720127102,0.000327270680225203,0.00034128363246575,2.68309665439623e-06,7.4971164488057e-05,0,7.4971164488057e-05,0.000123461331560986,25716554
"2020/08/02",62,0,16109,102,62,1797,0,1797,3072,0.000331102977337968,0.000324233659515036,0.000338117830721345,2.41089844308067e-06,6.98771693905801e-05,0,6.98771693905801e-05,0.000119456129308771,25716554
"2020/08/03",73,0,16182,102,73,1651,0,1651,2779,0.00032850670916564,0.000321690698171802,0.000335467138403874,2.83863848943369e-06,6.41998924117127e-05,0,6.41998924117127e-05,0.000108062689892277,25716554
"2020/08/04",38,0,16220,102,38,1689,0,1689,2666,0.000325479083170556,0.000318725382477088,0.000332375892871228,1.47764743285589e-06,6.56775398445686e-05,0,6.56775398445686e-05,0.000103668633052469,25716554
"2020/08/05",73,1,16293,103,73,1292,0,1292,2597,0.000326593027755672,0.000319875411559995,0.00033345171877524,2.83863848943369e-06,5.02400127171004e-05,0,5.02400127171004e-05,0.000100985536398073,25716554
"2020/08/06",56,0,16349,103,56,1096,0,1096,2437,0.000324426827007625,0.000317753334578046,0.000331240476900121,2.17758569052448e-06,4.26184628002648e-05,0,4.26184628002648e-05,9.47638629965741e-05,25716554
"2020/08/07",98,0,16447,103,98,953,0,953,2328,0.00032330974849344,0.000316658837840292,0.000330100350850182,3.81077495841783e-06,3.70578421976755e-05,0,3.70578421976755e-05,9.05253479918033e-05,25716554
"2020/08/08",77,1,16524,104,77,928,0,928,2212,0.000325081483457903,0.0003184520138937,0.000331848963977557,2.99418032447116e-06,3.60857057286913e-05,0,3.60857057286913e-05,8.60146347757168e-05,25716554
"2020/08/09",96,0,16620,104,96,965,0,965,2089,0.00032422475881071,0.000317612410119263,0.000330974769488352,3.7330040408991e-06,3.75244677027879e-05,0,3.75244677027879e-05,8.12317233483149e-05,25716554
"2020/08/10",95,1,16715,105,95,1002,0,1002,2184,0.000326565086911591,0.000319962096468314,0.000333304341878932,3.69411858213974e-06,3.89632296768844e-05,0,3.89632296768844e-05,8.49258419304546e-05,25716554
"2020/08/11",83,0,16798,105,83,985,0,985,1797,0.00032563592084677,0.000319051398436804,0.000332356333384722,3.22749307702735e-06,3.83021768779752e-05,0,3.83021768779752e-05,6.98771693905801e-05,25716554
"2020/08/12",49,0,16847,105,49,869,0,869,1594,0.000324122197888386,0.000317567976081637,0.000330811690965313,1.90538747920892e-06,3.37914636618888e-05,0,3.37914636618888e-05,6.19834212624289e-05,25716554
"2020/08/13",0,0,16847,105,0,800,0,800,1353,0.000321758314685644,0.000315251600934192,0.000328399325372363,0,3.11083670074925e-05,0,3.11083670074925e-05,5.26120257014217e-05,25716554
"2020/08/14",42,0,16889,105,42,780,0,780,1293,0.000320322825445319,0.000313844863224014,0.000326934497022609,1.63318926789336e-06,3.03306578323052e-05,0,3.03306578323052e-05,5.02788981758598e-05,25716554
"2020/08/15",46,1,16935,106,46,753,0,753,1280,0.000322147156605297,0.000315687630803565,0.000328738855699587,1.78873110293082e-06,2.92807504458023e-05,0,2.92807504458023e-05,4.9773387211988e-05,25716554
"2020/08/16",58,2,16993,108,58,773,0,773,1280,0.000327343245987436,0.000320889146982164,0.000333927157404133,2.25535660804321e-06,3.00584596209897e-05,0,3.00584596209897e-05,4.9773387211988e-05,25716554
"2020/08/17",33,2,17026,110,33,733,0,733,1213,0.000332131486986534,0.000325690197828443,0.000338700167777209,1.28322013905907e-06,2.8503041270615e-05,0,2.8503041270615e-05,4.71680614751105e-05,25716554
"2020/08/18",0,0,17026,110,0,677,0,677,1048,0.000330318887410711,0.000323912533842934,0.000336851946066273,0,2.63254555800906e-05,0,2.63254555800906e-05,4.07519607798152e-05,25716554
"2020/08/19",124,0,17150,110,124,703,0,703,1103,0.000331015721400508,0.000324595647298508,0.000337562776106895,4.82179688616134e-06,2.73364775078341e-05,0,2.73364775078341e-05,4.28906610115803e-05,25716554
"2020/08/20",82,1,17232,111,82,708,0,708,1123,0.00033398535175209,0.000327560062861062,0.000340536676573667,3.18860761826798e-06,2.75309048016309e-05,0,2.75309048016309e-05,4.36683701867676e-05,25716554
"2020/08/21",17,1,17249,112,17,629,0,629,1067,0.00033570879412494,0.000329302072252678,0.000342240161690645,6.61052798909216e-07,2.4458953559641e-05,0,2.4458953559641e-05,4.14907844962432e-05,25716554
"2020/08/22",61,0,17310,112,61,595,0,595,1090,0.000335305223530189,0.000328906015565309,0.00034182893472894,2.37201298432131e-06,2.31368479618226e-05,0,2.31368479618226e-05,4.23851500477086e-05,25716554
"2020/08/23",64,1,17374,113,64,576,0,576,1081,0.000337991954838558,0.000331592637438686,0.000344514770949078,2.4886693605994e-06,2.23980242453946e-05,0,2.23980242453946e-05,4.20351809188743e-05,25716554
"2020/08/24",97,0,17471,113,97,624,0,624,1122,0.000338357884271964,0.000331951459682254,0.000344887948251791,3.77188949965847e-06,2.42645262658442e-05,0,2.42645262658442e-05,4.36294847280083e-05,25716554
"2020/08/25",35,1,17506,114,35,659,0,659,1059,0.000340522822248134,0.000334126064458356,0.000347042044324818,1.3609910565778e-06,2.5625517322422e-05,0,2.5625517322422e-05,4.11797008261682e-05,25716554
"2020/08/26",56,0,17562,114,56,673,0,673,1038,0.000340109560635704,0.000333720391691931,0.000346621051981129,2.17758569052448e-06,2.61699137450531e-05,0,2.61699137450531e-05,4.03631061922216e-05,25716554
"2020/08/27",41,0,17603,114,41,668,0,668,983,0.000339429509395429,0.000333052945543287,0.000345928157640171,1.59430380913399e-06,2.59754864512563e-05,0,2.59754864512563e-05,3.82244059604564e-05,25716554
"2020/08/28",99,1,17702,115,99,709,0,709,987,0.000342877507273223,0.000336486303283628,0.000349390105471254,3.8496604171772e-06,2.75697902603903e-05,0,2.75697902603903e-05,3.83799477954939e-05,25716554
"2020/08/29",95,0,17797,115,95,771,0,771,999,0.000343285154294959,0.000336886187354446,0.000349805666075964,3.69411858213974e-06,2.99806887034709e-05,0,2.99806887034709e-05,3.88465733006063e-05,25716554
"2020/08/30",96,0,17893,115,96,867,0,867,1046,0.000343695051312656,0.00033728828045523,0.000350223518402054,3.7330040408991e-06,3.371369274437e-05,0,3.371369274437e-05,4.06741898622965e-05,25716554
"2020/08/31",55,0,17948,115,55,798,0,798,1101,0.000343284143268726,0.000336884865752455,0.000349804977901071,2.13870023176511e-06,3.10305960899738e-05,0,3.10305960899738e-05,4.28128900940616e-05,25716554
"2020/09/01",119,2,18067,117,119,835,0,835,1178,0.000350050201208361,0.000343624720014779,0.000356595833270505,4.62736959236451e-06,3.24693580640703e-05,0,3.24693580640703e-05,4.58070704185328e-05,25716554
"2020/09/02",36,0,18103,117,36,854,0,854,1168,0.000349212568721427,0.000342802292038553,0.000355742715218785,1.39987651533716e-06,3.32081817804983e-05,0,3.32081817804983e-05,4.54182158309391e-05,25716554
"2020/09/03",58,0,18161,117,58,851,0,851,1168,0.000348781503533259,0.000342378965798012,0.000355303769679263,2.25535660804321e-06,3.30915254042202e-05,0,3.30915254042202e-05,4.54182158309391e-05,25716554
"2020/09/04",47,2,18208,119,47,834,0,834,1182,0.00035410258768339,0.000347700077201366,0.000360622993280084,1.82761656169019e-06,3.2430472605311e-05,0,3.2430472605311e-05,4.59626122535702e-05,25716554
"2020/09/05",61,0,18269,119,61,798,0,798,1243,0.000353761795638743,0.000347365278251789,0.000360276100948794,2.37201298432131e-06,3.10305960899738e-05,0,3.10305960899738e-05,4.83346252378915e-05,25716554
"2020/09/06",203,0,18472,119,203,966,0,966,1322,0.000356192422451346,0.000349751789673344,0.000362751658626975,7.89374812815123e-06,3.75633531615472e-05,0,3.75633531615472e-05,5.14065764798814e-05,25716554
"2020/09/07",116,0,18588,119,116,1026,0,1026,1356,0.000356913723088257,0.000350459880439068,0.000363486415532431,4.51071321608642e-06,3.98964806871092e-05,0,3.98964806871092e-05,5.27286820776998e-05,25716554
"2020/09/08",113,0,18701,119,113,1098,0,1098,1452,0.00035748400915203,0.00035101967919469,0.000364067385317529,4.39405683980832e-06,4.26962337177835e-05,0,4.26962337177835e-05,5.64616861185989e-05,25716554
"2020/09/09",77,0,18778,119,77,1076,0,1076,1468,0.000357275218885552,0.000350814479842388,0.000363854941469541,2.99418032447116e-06,4.18407536250774e-05,0,4.18407536250774e-05,5.70838534587488e-05,25716554
"2020/09/10",37,0,18815,119,37,1018,0,1018,1441,0.00035624637885603,0.00034980405579446,0.000362807349845611,1.43876197409653e-06,3.95853970170342e-05,0,3.95853970170342e-05,5.60339460722459e-05,25716554
"2020/09/11",54,0,18869,119,54,976,0,976,1398,0.000355530697998972,0.000349101130527924,0.000362078681981025,2.09981477300575e-06,3.79522077491409e-05,0,3.79522077491409e-05,5.43618713455932e-05,25716554
"2020/09/12",47,0,18916,119,47,968,0,968,1410,0.000354716755068849,0.000348301724931385,0.00036124993739655,1.82761656169019e-06,3.7641124079066e-05,0,3.7641124079066e-05,5.48284968507056e-05,25716554
"2020/09/13",71,1,18987,120,71,920,0,920,1425,0.000357381648820721,0.000350966415079296,0.000363914145132549,2.76086757191496e-06,3.57746220586164e-05,0,3.57746220586164e-05,5.54117787320961e-05,25716554
"2020/09/14",26,0,19013,120,26,910,0,910,1410,0.00035627283526689,0.000349877334096998,0.000362785241509583,1.01102192774351e-06,3.53857674710227e-05,0,3.53857674710227e-05,5.48284968507056e-05,25716554
"2020/09/15",53,0,19066,120,53,905,0,905,1364,0.00035572589223784,0.000349340046005418,0.000362228470097714,2.06092931424638e-06,3.51913401772259e-05,0,3.51913401772259e-05,5.30397657477748e-05,25716554
"2020/09/16",34,0,19100,120,34,892,0,892,1303,0.000354887927440142,0.000348516968668694,0.000361375348591665,1.32210559781843e-06,3.46858292133542e-05,0,3.46858292133542e-05,5.06677527634535e-05,25716554
"2020/09/17",32,0,19132,120,32,863,0,863,1239,0.000354075718181819,0.000347719190584415,0.000360548447139948,1.2443346802997e-06,3.35581509093326e-05,0,3.35581509093326e-05,4.81790834028541e-05,25716554
"2020/09/18",26,0,19158,120,26,686,0,686,1210,0.000353218974794419,0.000346877687844791,0.00035967618710214,1.01102192774351e-06,2.66754247089248e-05,0,2.66754247089248e-05,4.70514050988324e-05,25716554
"2020/09/19",42,0,19200,120,42,612,0,612,1133,0.000352725427386997,0.000346392868276903,0.000359173754772236,1.63318926789336e-06,2.37979007607318e-05,0,2.37979007607318e-05,4.40572247743613e-05,25716554
"2020/09/20",69,0,19269,120,69,568,0,568,1166,0.000352789527257508,0.000346455691501356,0.000359239156970492,2.68309665439623e-06,2.20869405753197e-05,0,2.20869405753197e-05,4.53404449134204e-05,25716554
"2020/09/21",51,0,19320,120,51,542,0,542,1159,0.000352565242270679,0.000346235314250877,0.00035901089502186,1.98315839672765e-06,2.10759186475762e-05,0,2.10759186475762e-05,4.50682467021048e-05,25716554
"2020/09/22",7,0,19327,120,7,512,0,512,1119,0.000351561832978436,0.000345249802210393,0.000357989263472016,2.7219821131556e-07,1.99093548847952e-05,0,1.99093548847952e-05,4.35128283517302e-05,25716554
"2020/09/23",16,0,19343,120,16,474,0,474,1074,0.000350754603707457,0.000344456953171872,0.000357167393165057,6.22167340149851e-07,1.84317074519393e-05,0,1.84317074519393e-05,4.17629827075587e-05,25716554
"2020/09/24",87,0,19430,120,87,514,0,514,958,0.000351283927419915,0.000344976664530033,0.000357706506994236,3.38303491206481e-06,1.9987125802314e-05,0,1.9987125802314e-05,3.72522694914723e-05,25716554
"2020/09/25",71,0,19501,120,71,514,0,514,913,0.000351558219615978,0.000345245929603739,0.000357985920127754,2.76086757191496e-06,1.9987125802314e-05,0,1.9987125802314e-05,3.55024238473009e-05,25716554
"2020/09/26",55,0,19556,120,55,543,0,543,855,0.000351543827644202,0.000345231692472944,0.000357971372412229,2.13870023176511e-06,2.11148041063356e-05,0,2.11148041063356e-05,3.32470672392576e-05,25716554
"2020/09/27",44,0,19600,120,44,534,0,534,822,0.000351319457814232,0.000345011248398349,0.000357743006965325,1.71096018541209e-06,2.07648349775013e-05,0,2.07648349775013e-05,3.19638471001986e-05,25716554
"2020/09/28",29,0,19629,120,29,529,0,529,814,0.000350820539746943,0.000344521184721788,0.000357235074550563,1.1276783040216e-06,2.05704076837044e-05,0,2.05704076837044e-05,3.16527634301236e-05,25716554
"2020/09/29",12,0,19641,120,12,509,0,509,772,0.000350027992523867,0.000343742765297547,0.000356428143132653,4.66625505112388e-07,1.97926985085171e-05,0,1.97926985085171e-05,3.00195741622303e-05,25716554
"2020/09/30",28,0,19669,120,28,511,0,511,753,0.000349550676539759,0.000343273921394933,0.000355942201996842,1.08879284526224e-06,1.98704694260358e-05,0,1.98704694260358e-05,2.92807504458023e-05,25716554
"2020/10/01",55,0,19724,120,55,524,0,524,737,0.00034959451272123,0.00034331687773423,0.000355986935834262,2.13870023176511e-06,2.03759803899076e-05,0,2.03759803899076e-05,2.86585831056525e-05,25716554
"2020/10/02",31,0,19755,120,31,486,0,486,742,0.000349245764496049,0.000342974301669824,0.000355631904269756,1.20544922154034e-06,1.88983329570517e-05,0,1.88983329570517e-05,2.88530103994493e-05,25716554
"2020/10/03",38,0,19793,120,38,473,0,473,727,0.000349041764954264,0.000342773877444588,0.000355424265672294,1.47764743285589e-06,1.839282199318e-05,0,1.839282199318e-05,2.82697285180588e-05,25716554
"2020/10/04",56,0,19849,120,56,522,0,522,749,0.000349173696857945,0.000342903354481353,0.000355558698928022,2.17758569052448e-06,2.02982094723889e-05,0,2.02982094723889e-05,2.91252086107649e-05,25716554
"2020/10/05",33,0,19882,120,33,539,0,539,750,0.00034891194526815,0.000342646218108514,0.000355292249314278,1.28322013905907e-06,2.09592622712981e-05,0,2.09592622712981e-05,2.91640940695242e-05,25716554
"2020/10/06",3,0,19885,120,3,455,0,455,727,0.000348130503152949,0.000341878726227671,0.000354496603409061,1.16656376278097e-07,1.76928837355114e-05,0,1.76928837355114e-05,2.82697285180588e-05,25716554
"2020/10/07",18,0,19903,120,18,402,0,402,703,0.000347632449191412,0.000341389535858665,0.00035398952527019,6.99938257668582e-07,1.5631954421265e-05,0,1.5631954421265e-05,2.73364775078341e-05,25716554
"2020/10/08",32,0,19935,120,32,379,0,379,666,0.000347415397719379,0.000341176305722936,0.000353768584007504,1.2443346802997e-06,1.47375888697996e-05,0,1.47375888697996e-05,2.58977155337375e-05,25716554
"2020/10/09",47,0,19982,120,47,382,0,382,662,0.000347494512285999,0.000341253925038406,0.000353849222555592,1.82761656169019e-06,1.48542452460777e-05,0,1.48542452460777e-05,2.57421736987001e-05,25716554
"2020/10/10",54,0,20036,120,54,407,0,407,709,0.000347715948331812,0.000341471313691411,0.000354074781325716,2.09981477300575e-06,1.58263817150618e-05,0,1.58263817150618e-05,2.75697902603903e-05,25716554
"2020/10/11",92,0,20128,120,92,487,0,487,785,0.000348598025025928,0.000342337478605899,0.000354973062098974,3.57746220586164e-06,1.89372184158111e-05,0,1.89372184158111e-05,3.0525085126102e-05,25716554
"2020/10/12",26,0,20154,120,26,485,0,485,724,0.000348314902274051,0.000342059368555746,0.000354684836314927,1.01102192774351e-06,1.88594474982923e-05,0,1.88594474982923e-05,2.81530721417807e-05,25716554
"2020/10/13",1,0,20155,120,1,431,0,431,654,0.00034757047957872,0.000341328240273866,0.000353926877476218,3.88854587593657e-08,1.67596327252866e-05,0,1.67596327252866e-05,2.54310900286251e-05,25716554
"2020/10/14",28,0,20183,120,28,428,0,428,627,0.000347290914850436,0.000341053621827985,0.000353642277396734,1.08879284526224e-06,1.66429763490085e-05,0,1.66429763490085e-05,2.43811826421223e-05,25716554
"2020/10/15",34,1,20217,121,34,424,0,424,617,0.000350029290848757,0.000343789147548367,0.000356382699470893,1.32210559781843e-06,1.6487434513971e-05,0,1.6487434513971e-05,2.39923280545286e-05,25716554
"2020/10/16",40,0,20257,121,40,408,0,408,628,0.000349999927327442,0.000343760238151663,0.000356352874863815,1.55541835037463e-06,1.58652671738212e-05,0,1.58652671738212e-05,2.44200681008816e-05,25716554
"2020/10/17",18,0,20275,121,18,393,0,393,634,0.000349606303365324,0.000343373562599415,0.000355952177644369,6.99938257668582e-07,1.52819852924307e-05,0,1.52819852924307e-05,2.46533808534378e-05,25716554
"2020/10/18",26,0,20301,121,26,416,0,416,632,0.00034936504016254,0.00034313653365354,0.000355706604564034,1.01102192774351e-06,1.61763508438961e-05,0,1.61763508438961e-05,2.45756099359191e-05,25716554
"2020/10/19",22,0,20323,121,22,420,0,420,599,0.000349074253694265,0.000342850866416935,0.000355410607141429,8.55480092706045e-07,1.63318926789336e-05,0,1.63318926789336e-05,2.329238979686e-05,25716554
