"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","IT","IT21","ITAL",421284,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"2","IT","IT21","ITVC",170911,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"3","IT","IT21","ITAT",214638,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"4","IT","IT21","ITTO",2259523,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"5","IT","IT21","ITCN",587089,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"6","IT","IT21","ITVB",158349,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"7","IT","IT21","ITNO",369018,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"8","IT","IT21","ITBI",175585,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"9","IT","IT23","ITAO",125666,0,0,0,0,0,0,125666,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"10","IT","IT25","ITBS",1265954,0,0,0,0,0,0,10060574,0.0620248099239696,0.0556044277360067,NA,NA,2499,30,0,0,0,0,0,0,0.0620248099239696,0.0556044277360067,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"11","IT","IT25","ITBG",1114590,0,0,0,0,0,0,10060574,0.0620248099239696,0.0556044277360067,NA,NA,2499,30,0,0,0,0,0,0,0.0620248099239696,0.0556044277360067,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"12","IT","IT25","ITPV",545888,0,0,0,0,0,0,10060574,0.0620248099239696,0.0556044277360067,NA,NA,2499,30,0,0,0,0,0,0,0.0620248099239696,0.0556044277360067,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"13","IT","IT25","ITCO",599204,0,0,0,0,0,0,10060574,0.0620248099239696,0.0556044277360067,NA,NA,2499,30,0,0,0,0,0,0,0.0620248099239696,0.0556044277360067,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"14","IT","IT25","ITCR",358955,0,0,0,0,0,0,10060574,0.0620248099239696,0.0556044277360067,NA,NA,2499,30,0,0,0,0,0,0,0.0620248099239696,0.0556044277360067,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
"15","IT","IT25","ITMI",3250315,0,0,0,0,0,0,10060574,0.0620248099239696,0.0556044277360067,NA,NA,2499,30,0,0,0,0,0,0,0.0620248099239696,0.0556044277360067,NA,NA,60453010,0.0270948319116909,NA,1993,30,0.0284444997537375,11157,0.00287562770272595,2772,0.0282399455325056,0.00167287303084078
